id_medidor,id_suministro,marca_medidor,tecnologia_medidor,numero_serie,fecha_instalacion,fecha_retiro,estado_medidor
2011949,1010472,Itron,AMI,ITR-697XXX,2024-12-31,,ACTIVO
2011950,1010473,Itron,Electrónico,ITR-423XXX,2024-06-20,,ACTIVO
2011951,1010474,Itron,Electrónico,ITR-212XXX,2023-08-26,2024-09-24,RETIRADO
2011952,1010474,Actaris,Electrónico,ACT-610XXX,2024-12-09,,ACTIVO
2011953,1010475,Elster,Electrónico,ELS-631XXX,2024-10-31,,ACTIVO
2011954,1010476,Landis+Gyr,AMI,LAN-564XXX,2024-03-10,,ACTIVO
2011955,1010477,Actaris,AMI,ACT-484XXX,2024-09-07,,ACTIVO
2011956,1010478,Holley,AMI,HOL-709XXX,2024-11-11,,ACTIVO
2011957,1010479,Itron,Electrónico,ITR-698XXX,2023-10-24,,ACTIVO
2011958,1010480,Itron,AMI,ITR-156XXX,2024-10-31,,ACTIVO
2011959,1010481,Iskra,AMI,ISK-761XXX,2024-03-15,,ACTIVO
2011960,1010482,Elster,AMI,ELS-821XXX,2023-04-03,,ACTIVO
2011961,1010483,Itron,Electrónico,ITR-450XXX,2023-06-01,2024-12-31,RETIRADO
2011962,1010483,Holley,AMI,HOL-435XXX,2024-12-31,2024-12-31,RETIRADO
2011963,1010483,Elster,AMI,ELS-620XXX,2024-12-31,,ACTIVO
2011964,1010484,Elster,Electrónico,ELS-556XXX,2024-12-30,,ACTIVO
2011965,1010485,Landis+Gyr,AMI,LAN-144XXX,2024-11-24,,ACTIVO
2011966,1010486,Holley,AMI,HOL-607XXX,2024-12-02,,ACTIVO
2011967,1010487,Iskra,Electrónico,ISK-835XXX,2024-05-09,2024-11-30,RETIRADO
2011968,1010488,Landis+Gyr,AMI,LAN-383XXX,2024-04-29,,ACTIVO
2011969,1010489,Holley,Electrónico,HOL-265XXX,2024-10-29,,ACTIVO
2011970,1010490,Holley,Electrónico,HOL-670XXX,2024-12-07,,ACTIVO
2011971,1010491,Landis+Gyr,AMI,LAN-767XXX,2024-02-01,,ACTIVO
2011972,1010492,Actaris,AMI,ACT-981XXX,2023-11-18,2024-05-23,RETIRADO
2011973,1010493,Landis+Gyr,Electrónico,LAN-328XXX,2023-12-05,,ACTIVO
2011974,1010494,Elster,Electrónico,ELS-704XXX,2024-05-03,,ACTIVO
2011975,1010495,Elster,AMI,ELS-534XXX,2021-12-26,,ACTIVO
2011976,1010496,Elster,AMI,ELS-647XXX,2024-12-14,,ACTIVO
2011977,1010497,Elster,Electrónico,ELS-569XXX,2023-10-06,2024-12-31,RETIRADO
2011978,1010497,Holley,Electrónico,HOL-329XXX,2024-12-31,,ACTIVO
2011979,1010498,Iskra,Electrónico,ISK-500XXX,2021-07-24,,ACTIVO
2011980,1010499,Elster,Electrónico,ELS-742XXX,2024-12-09,,ACTIVO
2011981,1010500,Actaris,Electrónico,ACT-670XXX,2024-08-12,,ACTIVO
2011982,1010501,Iskra,AMI,ISK-445XXX,2022-12-04,2024-03-23,RETIRADO
2011983,1010501,Itron,Electrónico,ITR-466XXX,2024-08-02,,ACTIVO
2011984,1010502,Landis+Gyr,Electrónico,LAN-259XXX,2024-12-08,,ACTIVO
2011985,1010503,Elster,AMI,ELS-269XXX,2024-11-22,,ACTIVO
2011986,1010504,Holley,Electrónico,HOL-653XXX,2023-02-28,,ACTIVO
2011987,1010505,Landis+Gyr,AMI,LAN-166XXX,2024-03-05,,ACTIVO
2011988,1010506,Itron,Electrónico,ITR-670XXX,2023-12-03,,ACTIVO
2011989,1010507,Iskra,Electrónico,ISK-307XXX,2024-11-26,2024-12-31,RETIRADO
2011990,1010507,Actaris,AMI,ACT-740XXX,2024-12-31,,ACTIVO
2011991,1010508,Actaris,AMI,ACT-497XXX,2024-08-31,,ACTIVO
2011992,1010509,Itron,AMI,ITR-926XXX,2023-11-03,,ACTIVO
2011993,1010510,Actaris,Electrónico,ACT-721XXX,2024-08-29,,ACTIVO
2011994,1010511,Itron,AMI,ITR-223XXX,2024-11-24,,ACTIVO
2011995,1010512,Iskra,AMI,ISK-111XXX,2024-12-27,,ACTIVO
2011996,1010513,Itron,Electrónico,ITR-781XXX,2024-10-17,,ACTIVO
2011997,1010514,Elster,AMI,ELS-106XXX,2024-10-26,,ACTIVO
2011998,1010515,Iskra,Electrónico,ISK-459XXX,2024-11-04,2024-12-31,RETIRADO
2011999,1010515,Iskra,AMI,ISK-841XXX,2024-12-31,2024-12-31,RETIRADO
2012000,1010515,Landis+Gyr,Electromecánico,LAN-865XXX,2024-12-31,,ACTIVO
2012001,1010516,Landis+Gyr,Electrónico,LAN-592XXX,2024-09-26,2024-12-31,RETIRADO
2012002,1010516,Holley,Electrónico,HOL-226XXX,2024-12-31,,ACTIVO
2012003,1010517,Actaris,AMI,ACT-985XXX,2024-06-28,,ACTIVO
2012004,1010518,Iskra,AMI,ISK-996XXX,2023-10-16,,ACTIVO
2012005,1010519,Landis+Gyr,AMI,LAN-223XXX,2024-11-11,,ACTIVO
2012006,1010520,Elster,AMI,ELS-124XXX,2024-12-24,2024-12-31,RETIRADO
2012007,1010520,Actaris,Electrónico,ACT-282XXX,2024-12-31,,ACTIVO
2012008,1010521,Landis+Gyr,Electrónico,LAN-302XXX,2024-01-11,,ACTIVO
2012009,1010522,Landis+Gyr,AMI,LAN-910XXX,2024-04-09,,ACTIVO
2012010,1010523,Iskra,AMI,ISK-431XXX,2023-06-24,,ACTIVO
2012011,1010524,Actaris,AMI,ACT-369XXX,2023-12-08,2024-06-23,RETIRADO
2012012,1010525,Elster,Electrónico,ELS-628XXX,2024-11-21,,ACTIVO
2012013,1010526,Holley,Electrónico,HOL-452XXX,2024-12-09,,ACTIVO
2012014,1010527,Elster,Electrónico,ELS-303XXX,2024-11-25,,ACTIVO
2012015,1010528,Landis+Gyr,AMI,LAN-684XXX,2022-02-27,,ACTIVO
2012016,1010529,Landis+Gyr,Electrónico,LAN-472XXX,2023-09-20,,ACTIVO
2012017,1010530,Landis+Gyr,AMI,LAN-339XXX,2024-07-21,,ACTIVO
2012018,1010531,Iskra,AMI,ISK-601XXX,2022-08-12,2024-10-29,RETIRADO
2012019,1010532,Holley,Electrónico,HOL-223XXX,2024-05-30,,ACTIVO
2012020,1010533,Iskra,AMI,ISK-957XXX,2024-12-16,,ACTIVO
2012021,1010534,Elster,AMI,ELS-136XXX,2024-08-04,,ACTIVO
2012022,1010535,Itron,AMI,ITR-809XXX,2023-12-22,2024-12-31,RETIRADO
2012023,1010535,Landis+Gyr,Electrónico,LAN-949XXX,2024-12-31,,ACTIVO
2012024,1010536,Holley,Electrónico,HOL-512XXX,2023-10-27,,ACTIVO
2012025,1010537,Itron,AMI,ITR-971XXX,2024-02-25,2024-12-31,RETIRADO
2012026,1010537,Iskra,Electrónico,ISK-533XXX,2024-12-31,,ACTIVO
2012027,1010538,Actaris,AMI,ACT-216XXX,2024-10-10,,ACTIVO
2012028,1010539,Landis+Gyr,Electrónico,LAN-795XXX,2023-05-17,,ACTIVO
2012029,1010540,Landis+Gyr,AMI,LAN-381XXX,2024-08-09,,ACTIVO
2012030,1010541,Landis+Gyr,AMI,LAN-420XXX,2024-02-04,,ACTIVO
2012031,1010542,Itron,Electrónico,ITR-900XXX,2023-12-10,,ACTIVO
2012032,1010543,Actaris,Electrónico,ACT-717XXX,2023-12-11,,ACTIVO
2012033,1010544,Iskra,Electrónico,ISK-468XXX,2024-12-12,,ACTIVO
2012034,1010545,Itron,AMI,ITR-956XXX,2024-11-14,,ACTIVO
2012035,1010546,Landis+Gyr,Electromecánico,LAN-557XXX,2024-09-19,2024-12-31,RETIRADO
2012036,1010546,Landis+Gyr,Electrónico,LAN-274XXX,2024-12-31,,ACTIVO
2012037,1010547,Elster,Electrónico,ELS-689XXX,2024-08-14,,ACTIVO
2012038,1010548,Elster,Electrónico,ELS-409XXX,2024-10-05,,ACTIVO
2012039,1010549,Elster,Electrónico,ELS-411XXX,2024-08-31,2024-12-31,RETIRADO
2012040,1010549,Holley,Electrónico,HOL-493XXX,2024-12-31,,ACTIVO
2012041,1010550,Actaris,AMI,ACT-934XXX,2024-11-26,,ACTIVO
2012042,1010551,Actaris,Electrónico,ACT-602XXX,2023-12-13,,ACTIVO
2012043,1010552,Holley,AMI,HOL-993XXX,2024-12-29,2024-12-31,RETIRADO
2012044,1010552,Itron,Electrónico,ITR-419XXX,2024-12-31,,ACTIVO
2012045,1010553,Itron,AMI,ITR-208XXX,2024-07-10,,ACTIVO
2012046,1010554,Holley,Electrónico,HOL-129XXX,2024-03-16,,ACTIVO
2012047,1010555,Holley,Electrónico,HOL-330XXX,2024-10-23,,ACTIVO
2012048,1010556,Iskra,Electrónico,ISK-109XXX,2024-12-20,,ACTIVO
2012049,1010557,Holley,Electrónico,HOL-363XXX,2024-12-25,,ACTIVO
2012050,1010558,Holley,Electrónico,HOL-190XXX,2024-08-28,,ACTIVO
2012051,1010559,Actaris,Electrónico,ACT-166XXX,2023-02-26,,ACTIVO
2012052,1010560,Elster,Electrónico,ELS-610XXX,2021-04-18,,ACTIVO
2012053,1010561,Itron,AMI,ITR-805XXX,2024-12-31,,ACTIVO
2012054,1010562,Holley,Electrónico,HOL-257XXX,2024-04-26,2024-11-22,RETIRADO
2012055,1010563,Elster,AMI,ELS-867XXX,2022-02-23,,ACTIVO
2012056,1010564,Iskra,AMI,ISK-745XXX,2024-04-19,,ACTIVO
2012057,1010565,Actaris,Electrónico,ACT-229XXX,2024-10-10,,ACTIVO
2012058,1010566,Actaris,AMI,ACT-992XXX,2024-12-30,,ACTIVO
2012059,1010567,Landis+Gyr,Electrónico,LAN-507XXX,2024-11-02,,ACTIVO
2012060,1010568,Landis+Gyr,AMI,LAN-137XXX,2024-07-07,,ACTIVO
2012061,1010569,Actaris,AMI,ACT-938XXX,2024-12-10,,ACTIVO
2012062,1010570,Holley,AMI,HOL-240XXX,2024-10-28,,ACTIVO
2012063,1010571,Iskra,AMI,ISK-105XXX,2024-12-23,,ACTIVO
2012064,1010572,Actaris,Electrónico,ACT-897XXX,2024-11-07,,ACTIVO
2012065,1010573,Elster,AMI,ELS-172XXX,2024-12-07,,ACTIVO
2012066,1010574,Iskra,AMI,ISK-207XXX,2024-07-15,,ACTIVO
2012067,1010575,Elster,AMI,ELS-578XXX,2024-08-13,,ACTIVO
2012068,1010576,Itron,Electrónico,ITR-596XXX,2024-09-10,,ACTIVO
2012069,1010577,Actaris,Electrónico,ACT-452XXX,2024-01-18,,ACTIVO
2012070,1010578,Landis+Gyr,Electromecánico,LAN-489XXX,2023-11-26,,ACTIVO
2012071,1010579,Elster,Electrónico,ELS-658XXX,2024-04-29,,ACTIVO
2012072,1010580,Actaris,AMI,ACT-707XXX,2023-06-29,,ACTIVO
2012073,1010581,Itron,AMI,ITR-141XXX,2024-04-23,2024-12-06,RETIRADO
2012074,1010582,Landis+Gyr,Electrónico,LAN-972XXX,2023-09-21,,ACTIVO
2012075,1010583,Itron,Electrónico,ITR-735XXX,2024-07-13,2024-12-31,RETIRADO
2012076,1010583,Itron,Electrónico,ITR-317XXX,2024-12-31,,ACTIVO
2012077,1010584,Landis+Gyr,Electrónico,LAN-671XXX,2024-08-19,,ACTIVO
2012078,1010585,Itron,Electrónico,ITR-347XXX,2021-08-24,,ACTIVO
2012079,1010586,Itron,Electrónico,ITR-926XXX,2024-10-17,,ACTIVO
2012080,1010587,Holley,Electrónico,HOL-557XXX,2024-06-09,,ACTIVO
2012081,1010588,Itron,Electrónico,ITR-278XXX,2023-06-23,,ACTIVO
2012082,1010589,Itron,AMI,ITR-819XXX,2023-11-29,,ACTIVO
2012083,1010590,Elster,Electrónico,ELS-292XXX,2024-12-24,,ACTIVO
2012084,1010591,Iskra,AMI,ISK-886XXX,2024-07-10,,ACTIVO
2012085,1010592,Holley,Electrónico,HOL-145XXX,2021-06-27,,ACTIVO
2012086,1010593,Elster,AMI,ELS-986XXX,2024-10-05,,ACTIVO
2012087,1010594,Actaris,AMI,ACT-343XXX,2022-10-29,,ACTIVO
2012088,1010595,Landis+Gyr,AMI,LAN-255XXX,2022-09-06,,ACTIVO
2012089,1010596,Itron,Electrónico,ITR-903XXX,2024-03-17,,ACTIVO
2012090,1010597,Actaris,AMI,ACT-532XXX,2020-11-20,,ACTIVO
2012091,1010598,Itron,Electrónico,ITR-912XXX,2023-12-15,,ACTIVO
2012092,1010599,Actaris,AMI,ACT-576XXX,2024-03-12,,ACTIVO
2012093,1010600,Landis+Gyr,Electrónico,LAN-319XXX,2022-06-28,,ACTIVO
2012094,1010601,Itron,Electrónico,ITR-369XXX,2024-11-26,2024-12-31,RETIRADO
2012095,1010601,Itron,Electrónico,ITR-482XXX,2024-12-31,,ACTIVO
2012096,1010602,Iskra,AMI,ISK-932XXX,2023-05-24,,ACTIVO
2012097,1010603,Iskra,AMI,ISK-919XXX,2023-12-20,,ACTIVO
2012098,1010604,Iskra,AMI,ISK-988XXX,2024-06-15,2024-12-26,RETIRADO
2012099,1010605,Holley,Electrónico,HOL-986XXX,2021-12-10,2023-11-06,RETIRADO
2012100,1010606,Holley,Electrónico,HOL-143XXX,2024-01-26,,ACTIVO
2012101,1010607,Actaris,Electrónico,ACT-891XXX,2022-01-25,,ACTIVO
2012102,1010608,Iskra,Electromecánico,ISK-943XXX,2024-08-09,,ACTIVO
2012103,1010609,Iskra,Electrónico,ISK-126XXX,2024-02-26,,ACTIVO
2012104,1010610,Holley,AMI,HOL-937XXX,2023-01-23,2023-08-09,RETIRADO
2012105,1010611,Elster,Electromecánico,ELS-719XXX,2022-12-31,,ACTIVO
2012106,1010612,Elster,AMI,ELS-812XXX,2023-06-27,,ACTIVO
2012107,1010613,Landis+Gyr,AMI,LAN-509XXX,2024-12-28,,ACTIVO
2012108,1010614,Elster,Electrónico,ELS-402XXX,2024-12-19,2024-12-31,RETIRADO
2012109,1010614,Elster,Electrónico,ELS-438XXX,2024-12-31,,ACTIVO
2012110,1010615,Elster,Electrónico,ELS-778XXX,2023-08-10,,ACTIVO
2012111,1010616,Actaris,Electrónico,ACT-536XXX,2023-08-31,2024-12-31,RETIRADO
2012112,1010616,Elster,Electrónico,ELS-548XXX,2024-12-31,2024-12-31,RETIRADO
2012113,1010616,Landis+Gyr,Electrónico,LAN-439XXX,2024-12-31,,ACTIVO
2012114,1010617,Iskra,AMI,ISK-539XXX,2023-07-04,2024-10-11,RETIRADO
2012115,1010618,Landis+Gyr,AMI,LAN-597XXX,2022-07-31,,ACTIVO
2012116,1010619,Actaris,AMI,ACT-917XXX,2024-09-24,,ACTIVO
2012117,1010620,Landis+Gyr,AMI,LAN-555XXX,2024-12-08,,ACTIVO
2012118,1010621,Actaris,Electrónico,ACT-433XXX,2024-10-11,,ACTIVO
2012119,1010622,Landis+Gyr,AMI,LAN-860XXX,2024-11-07,,ACTIVO
2012120,1010623,Actaris,Electrónico,ACT-210XXX,2024-11-27,,ACTIVO
2012121,1010624,Elster,AMI,ELS-222XXX,2024-05-03,,ACTIVO
2012122,1010625,Holley,Electrónico,HOL-766XXX,2024-06-09,,ACTIVO
2012123,1010626,Actaris,AMI,ACT-952XXX,2024-12-31,,ACTIVO
2012124,1010627,Landis+Gyr,AMI,LAN-664XXX,2024-09-05,,ACTIVO
2012125,1010628,Iskra,Electrónico,ISK-324XXX,2022-03-09,,ACTIVO
2012126,1010629,Iskra,Electrónico,ISK-614XXX,2022-02-08,,ACTIVO
2012127,1010630,Landis+Gyr,Electromecánico,LAN-698XXX,2024-10-27,,ACTIVO
2012128,1010631,Actaris,Electrónico,ACT-798XXX,2021-08-06,2022-12-30,RETIRADO
2012129,1010631,Holley,AMI,HOL-160XXX,2024-01-05,2024-12-31,RETIRADO
2012130,1010631,Actaris,AMI,ACT-362XXX,2024-12-31,,ACTIVO
2012131,1010632,Iskra,AMI,ISK-630XXX,2024-02-12,,ACTIVO
2012132,1010633,Iskra,AMI,ISK-467XXX,2024-06-28,,ACTIVO
2012133,1010634,Actaris,Electrónico,ACT-229XXX,2021-02-03,2023-08-12,RETIRADO
2012134,1010635,Iskra,AMI,ISK-749XXX,2024-11-17,,ACTIVO
2012135,1010636,Holley,AMI,HOL-459XXX,2024-10-15,,ACTIVO
2012136,1010637,Itron,AMI,ITR-437XXX,2024-12-07,,ACTIVO
2012137,1010638,Actaris,Electrónico,ACT-750XXX,2024-12-24,,ACTIVO
2012138,1010639,Itron,AMI,ITR-181XXX,2024-12-28,,ACTIVO
2012139,1010640,Actaris,Electrónico,ACT-545XXX,2024-10-17,2024-12-31,RETIRADO
2012140,1010640,Landis+Gyr,AMI,LAN-466XXX,2024-12-31,,ACTIVO
2012141,1010641,Landis+Gyr,AMI,LAN-193XXX,2024-11-30,,ACTIVO
2012142,1010642,Landis+Gyr,AMI,LAN-970XXX,2024-11-04,,ACTIVO
2012143,1010643,Elster,AMI,ELS-135XXX,2024-08-20,,ACTIVO
2012144,1010644,Actaris,AMI,ACT-206XXX,2024-06-27,2024-12-28,RETIRADO
2012145,1010645,Holley,Electrónico,HOL-107XXX,2023-12-24,,ACTIVO
2012146,1010646,Iskra,Electrónico,ISK-530XXX,2024-10-21,,ACTIVO
2012147,1010647,Actaris,AMI,ACT-261XXX,2024-11-29,,ACTIVO
2012148,1010648,Iskra,Electrónico,ISK-451XXX,2021-11-05,,ACTIVO
2012149,1010649,Elster,AMI,ELS-661XXX,2024-09-24,,ACTIVO
2012150,1010650,Actaris,Electrónico,ACT-859XXX,2024-12-07,,ACTIVO
2012151,1010651,Landis+Gyr,Electrónico,LAN-111XXX,2024-01-25,2024-12-31,RETIRADO
2012152,1010651,Landis+Gyr,AMI,LAN-583XXX,2024-12-31,,ACTIVO
2012153,1010652,Holley,Electromecánico,HOL-391XXX,2019-02-10,,ACTIVO
2012154,1010653,Iskra,AMI,ISK-785XXX,2022-12-02,,ACTIVO
2012155,1010654,Iskra,AMI,ISK-851XXX,2023-10-04,,ACTIVO
2012156,1010655,Holley,AMI,HOL-322XXX,2024-12-21,,ACTIVO
2012157,1010656,Iskra,AMI,ISK-110XXX,2024-11-22,,ACTIVO
2012158,1010657,Iskra,Electrónico,ISK-397XXX,2024-11-09,,ACTIVO
2012159,1010658,Landis+Gyr,AMI,LAN-861XXX,2024-06-15,2024-12-31,RETIRADO
2012160,1010658,Iskra,AMI,ISK-764XXX,2024-12-31,2024-12-31,RETIRADO
2012161,1010658,Actaris,AMI,ACT-987XXX,2024-12-31,,ACTIVO
2012162,1010659,Actaris,Electrónico,ACT-956XXX,2023-12-10,,ACTIVO
2012163,1010660,Itron,Electromecánico,ITR-952XXX,2024-11-26,,ACTIVO
2012164,1010661,Landis+Gyr,AMI,LAN-988XXX,2024-05-03,,ACTIVO
2012165,1010662,Elster,Electrónico,ELS-731XXX,2024-12-21,,ACTIVO
2012166,1010663,Holley,Electrónico,HOL-441XXX,2024-12-04,,ACTIVO
2012167,1010664,Holley,AMI,HOL-169XXX,2024-12-05,,ACTIVO
2012168,1010665,Iskra,Electrónico,ISK-461XXX,2024-05-06,,ACTIVO
2012169,1010666,Itron,AMI,ITR-900XXX,2022-05-03,,ACTIVO
2012170,1010667,Landis+Gyr,AMI,LAN-535XXX,2023-02-12,,ACTIVO
2012171,1010668,Holley,AMI,HOL-392XXX,2022-11-06,2024-03-05,RETIRADO
2012172,1010668,Holley,AMI,HOL-131XXX,2024-03-28,,ACTIVO
2012173,1010669,Itron,Electrónico,ITR-441XXX,2023-04-09,,ACTIVO
2012174,1010670,Holley,Electrónico,HOL-958XXX,2023-04-21,,ACTIVO
2012175,1010671,Iskra,AMI,ISK-147XXX,2024-12-19,,ACTIVO
2012176,1010672,Actaris,AMI,ACT-651XXX,2024-12-18,,ACTIVO
2012177,1010673,Elster,Electrónico,ELS-766XXX,2024-06-16,2024-12-13,RETIRADO
2012178,1010674,Landis+Gyr,AMI,LAN-461XXX,2023-09-12,,ACTIVO
2012179,1010675,Holley,Electrónico,HOL-840XXX,2024-03-03,,ACTIVO
2012180,1010676,Iskra,AMI,ISK-781XXX,2024-09-22,,ACTIVO
2012181,1010677,Iskra,Electromecánico,ISK-764XXX,2021-09-16,,ACTIVO
2012182,1010678,Elster,Electrónico,ELS-109XXX,2024-09-21,,ACTIVO
2012183,1010679,Itron,AMI,ITR-380XXX,2024-05-29,,ACTIVO
2012184,1010680,Itron,AMI,ITR-237XXX,2022-06-10,,ACTIVO
2012185,1010681,Landis+Gyr,Electrónico,LAN-686XXX,2024-06-17,,ACTIVO
2012186,1010682,Itron,Electrónico,ITR-659XXX,2024-12-03,,ACTIVO
2012187,1010683,Elster,Electrónico,ELS-279XXX,2024-12-06,,ACTIVO
2012188,1010684,Iskra,Electrónico,ISK-997XXX,2023-01-25,2024-12-25,RETIRADO
2012189,1010684,Landis+Gyr,Electrónico,LAN-222XXX,2024-12-28,,ACTIVO
2012190,1010685,Landis+Gyr,Electrónico,LAN-570XXX,2024-12-20,,ACTIVO
2012191,1010686,Itron,AMI,ITR-687XXX,2024-08-10,,ACTIVO
2012192,1010687,Actaris,Electrónico,ACT-753XXX,2024-10-27,,ACTIVO
2012193,1010688,Elster,Electromecánico,ELS-395XXX,2024-10-28,,ACTIVO
2012194,1010689,Landis+Gyr,Electrónico,LAN-112XXX,2024-11-12,,ACTIVO
2012195,1010690,Landis+Gyr,AMI,LAN-623XXX,2024-12-07,,ACTIVO
2012196,1010691,Landis+Gyr,Electrónico,LAN-324XXX,2024-05-25,,ACTIVO
2012197,1010692,Holley,Electrónico,HOL-267XXX,2024-11-15,,ACTIVO
2012198,1010693,Holley,AMI,HOL-375XXX,2024-11-30,,ACTIVO
2012199,1010694,Elster,AMI,ELS-287XXX,2023-10-31,,ACTIVO
2012200,1010695,Itron,AMI,ITR-553XXX,2023-09-23,,ACTIVO
2012201,1010696,Actaris,Electrónico,ACT-937XXX,2023-12-20,,ACTIVO
2012202,1010697,Iskra,Electrónico,ISK-563XXX,2024-12-24,,ACTIVO
2012203,1010698,Itron,AMI,ITR-158XXX,2024-12-06,,ACTIVO
2012204,1010699,Holley,Electrónico,HOL-858XXX,2024-12-22,,ACTIVO
2012205,1010700,Iskra,Electromecánico,ISK-559XXX,2024-12-17,,ACTIVO
2012206,1010701,Actaris,AMI,ACT-698XXX,2024-11-09,,ACTIVO
2012207,1010702,Actaris,AMI,ACT-935XXX,2024-11-19,,ACTIVO
2012208,1010703,Holley,Electrónico,HOL-959XXX,2024-04-24,,ACTIVO
2012209,1010704,Holley,AMI,HOL-654XXX,2023-09-22,,ACTIVO
2012210,1010705,Iskra,AMI,ISK-184XXX,2023-09-03,,ACTIVO
2012211,1010706,Landis+Gyr,Electrónico,LAN-754XXX,2024-06-15,,ACTIVO
2012212,1010707,Actaris,AMI,ACT-600XXX,2024-07-08,,ACTIVO
2012213,1010708,Itron,AMI,ITR-875XXX,2024-12-26,,ACTIVO
2012214,1010709,Elster,Electrónico,ELS-302XXX,2024-10-05,,ACTIVO
2012215,1010710,Itron,Electrónico,ITR-550XXX,2024-09-17,,ACTIVO
2012216,1010711,Iskra,Electrónico,ISK-791XXX,2024-05-30,,ACTIVO
2012217,1010712,Landis+Gyr,Electrónico,LAN-897XXX,2024-03-03,,ACTIVO
2012218,1010713,Elster,Electrónico,ELS-800XXX,2023-04-08,,ACTIVO
2012219,1010714,Holley,Electrónico,HOL-771XXX,2024-05-15,,ACTIVO
2012220,1010715,Actaris,AMI,ACT-427XXX,2024-08-27,,ACTIVO
2012221,1010716,Itron,Electromecánico,ITR-352XXX,2021-09-05,,ACTIVO
2012222,1010717,Itron,AMI,ITR-766XXX,2024-02-15,,ACTIVO
2012223,1010718,Iskra,AMI,ISK-904XXX,2024-11-06,,ACTIVO
2012224,1010719,Itron,AMI,ITR-760XXX,2023-03-23,,ACTIVO
2012225,1010720,Actaris,Electromecánico,ACT-599XXX,2024-01-29,,ACTIVO
2012226,1010721,Landis+Gyr,Electrónico,LAN-233XXX,2024-12-16,,ACTIVO
2012227,1010722,Elster,AMI,ELS-546XXX,2023-02-09,,ACTIVO
2012228,1010723,Actaris,AMI,ACT-275XXX,2023-12-24,,ACTIVO
2012229,1010724,Holley,Electrónico,HOL-184XXX,2022-12-29,,ACTIVO
2012230,1010725,Actaris,AMI,ACT-679XXX,2024-10-25,,ACTIVO
2012231,1010726,Holley,AMI,HOL-607XXX,2023-06-20,,ACTIVO
2012232,1010727,Holley,Electrónico,HOL-922XXX,2024-01-23,,ACTIVO
2012233,1010728,Elster,Electromecánico,ELS-141XXX,2023-07-15,2024-12-31,RETIRADO
2012234,1010728,Landis+Gyr,Electrónico,LAN-879XXX,2024-12-31,,ACTIVO
2012235,1010729,Iskra,AMI,ISK-225XXX,2024-11-08,,ACTIVO
2012236,1010730,Iskra,AMI,ISK-421XXX,2024-09-14,,ACTIVO
2012237,1010731,Landis+Gyr,AMI,LAN-722XXX,2024-11-07,,ACTIVO
2012238,1010732,Elster,Electrónico,ELS-826XXX,2024-12-26,,ACTIVO
2012239,1010733,Elster,AMI,ELS-221XXX,2024-12-31,,ACTIVO
2012240,1010734,Actaris,Electrónico,ACT-408XXX,2024-11-16,,ACTIVO
2012241,1010735,Landis+Gyr,Electrónico,LAN-984XXX,2024-03-16,,ACTIVO
2012242,1010736,Iskra,Electrónico,ISK-184XXX,2022-09-06,,ACTIVO
2012243,1010737,Actaris,Electrónico,ACT-548XXX,2022-04-22,,ACTIVO
2012244,1010738,Elster,AMI,ELS-417XXX,2023-10-09,,ACTIVO
2012245,1010739,Holley,AMI,HOL-990XXX,2024-11-08,,ACTIVO
2012246,1010740,Iskra,Electrónico,ISK-505XXX,2024-12-24,,ACTIVO
2012247,1010741,Elster,AMI,ELS-540XXX,2023-11-18,,ACTIVO
2012248,1010742,Actaris,AMI,ACT-553XXX,2024-11-22,,ACTIVO
2012249,1010743,Holley,Electrónico,HOL-122XXX,2022-06-06,,ACTIVO
2012250,1010744,Iskra,Electrónico,ISK-248XXX,2024-09-04,,ACTIVO
2012251,1010745,Holley,AMI,HOL-485XXX,2024-12-04,,ACTIVO
2012252,1010746,Iskra,Electrónico,ISK-599XXX,2024-12-14,,ACTIVO
2012253,1010747,Actaris,AMI,ACT-224XXX,2024-09-11,,ACTIVO
2012254,1010748,Actaris,Electrónico,ACT-264XXX,2023-06-22,,ACTIVO
2012255,1010749,Landis+Gyr,Electrónico,LAN-752XXX,2022-04-05,,ACTIVO
2012256,1010750,Landis+Gyr,Electrónico,LAN-750XXX,2024-10-17,,ACTIVO
2012257,1010751,Iskra,AMI,ISK-333XXX,2022-09-30,,ACTIVO
2012258,1010752,Itron,AMI,ITR-734XXX,2023-07-17,,ACTIVO
2012259,1010753,Landis+Gyr,Electrónico,LAN-224XXX,2024-06-20,,ACTIVO
2012260,1010754,Landis+Gyr,Electrónico,LAN-235XXX,2024-04-18,,ACTIVO
2012261,1010755,Actaris,AMI,ACT-889XXX,2024-12-24,,ACTIVO
2012262,1010756,Iskra,Electrónico,ISK-189XXX,2024-10-31,,ACTIVO
2012263,1010757,Iskra,AMI,ISK-807XXX,2024-10-18,,ACTIVO
2012264,1010758,Holley,AMI,HOL-162XXX,2024-10-18,2024-12-31,RETIRADO
2012265,1010758,Itron,AMI,ITR-993XXX,2024-12-31,,ACTIVO
2012266,1010759,Itron,Electrónico,ITR-214XXX,2024-10-10,,ACTIVO
2012267,1010760,Elster,AMI,ELS-759XXX,2023-08-14,,ACTIVO
2012268,1010761,Elster,Electrónico,ELS-490XXX,2024-04-30,,ACTIVO
2012269,1010762,Elster,Electrónico,ELS-107XXX,2024-07-28,,ACTIVO
2012270,1010763,Landis+Gyr,AMI,LAN-591XXX,2024-05-31,,ACTIVO
