"ORDEN_PRODUCCION","SECUENCIA_PAQUETE","ESTILO","TALLA","PRENDAS","FECHA_TERMINO"
"886901","6","502745","MED","18","10/10/2024 16:50:33"
"886901","7","502745","LG","13","11/10/2024 9:03:00"
"886901","9","502745","LG","21","11/10/2024 10:48:12"
"886901","10","502745","XL","16","11/10/2024 9:36:46"
"886902","1","515674","1X","6","2/10/2024 11:10:16"
"886902","2","515674","2X","5","2/10/2024 11:07:52"
"886902","3","515674","3X","2","2/10/2024 11:25:24"
"886917","1","207240","XS","50","10/10/2024 3:14:18"
"886917","2","207240","SM","63","10/10/2024 3:09:50"
"886917","3","207240","SM","63","10/10/2024 3:26:03"
"886917","4","207240","SM","63","10/10/2024 10:21:02"
"886917","5","207240","SM","32","10/10/2024 4:46:17"
"886917","6","207240","MED","62","10/10/2024 0:02:51"
"886919","1","207240","LG","62","4/10/2024 16:32:53"
"886919","2","207240","LG","62","4/10/2024 16:21:06"
"886919","3","207240","LG","62","4/10/2024 14:22:13"
"886919","4","207240","XL","62","4/10/2024 12:32:52"
"886919","5","207240","XL","62","4/10/2024 11:39:19"
"886919","6","207240","XL","50","4/10/2024 14:56:32"
"886920","1","517794","SM","38","9/10/2024 22:37:10"
"886920","2","517794","MED","58","10/10/2024 11:23:25"
"886920","3","517794","MED","58","10/10/2024 4:34:53"
"886920","4","517794","LG","58","9/10/2024 23:09:11"
"886920","5","517794","LG","58","10/10/2024 2:26:20"
"886920","6","517794","XL","51","10/10/2024 1:21:19"
"886920","7","517794","XL","11","9/10/2024 22:55:23"
"886922","1","PH4014-52","3","29","10/10/2024 14:16:17"
"886922","2","PH4014-52","3","16","10/10/2024 16:34:25"
"886922","3","PH4014-52","3","14","10/10/2024 16:34:25"
"886922","4","PH4014-52","4","44","9/10/2024 18:34:05"
"886922","5","PH4014-52","4","44","9/10/2024 15:49:47"
"886922","6","PH4014-52","4","46","9/10/2024 19:37:17"
"886922","7","PH4014-52","4","29","9/10/2024 18:24:32"
"886922","8","PH4014-52","4","16","10/10/2024 12:11:05"
"886922","9","PH4014-52","5","43","10/10/2024 17:13:43"
"886922","10","PH4014-52","5","46","10/10/2024 16:21:49"
"886923","1","PH4014-52","5","46","9/10/2024 18:35:42"
"886923","2","PH4014-52","5","46","10/10/2024 14:07:07"
"886923","3","PH4014-52","5","29","10/10/2024 13:50:17"
"886923","4","PH4014-52","5","29","10/10/2024 16:30:45"
"886923","5","PH4014-52","6","46","10/10/2024 16:25:28"
"886923","6","PH4014-52","6","46","10/10/2024 14:02:13"
"886923","7","PH4014-52","6","29","10/10/2024 10:40:12"
"886923","9","PH4014-52","6","16","10/10/2024 14:11:13"
"886923","10","PH4014-52","7","46","10/10/2024 9:52:29"
"886934","2","512747","XL","11","11/10/2024 10:34:13"
"886935","1","508104","SM","21","2/10/2024 18:22:59"
"886935","2","508104","MED","14","2/10/2024 18:48:27"
"886935","3","508104","MED","15","2/10/2024 18:45:45"
"886935","4","508104","MED","10","2/10/2024 15:05:11"
"886935","5","508104","LG","15","2/10/2024 19:06:23"
"886935","6","508104","LG","15","2/10/2024 15:08:46"
"886935","7","508104","LG","11","2/10/2024 15:06:09"
"886935","8","508104","XL","14","2/10/2024 16:53:14"
"886935","9","508104","XL","15","3/10/2024 14:36:54"
"886936","1","515674","1X","5","2/10/2024 11:04:44"
"886936","2","515674","2X","5","2/10/2024 11:11:33"
"886936","3","515674","3X","4","2/10/2024 11:15:30"
"886937","1","510140","XS","13","3/10/2024 4:59:34"
"886937","2","510140","XS","12","3/10/2024 5:01:36"
"886937","3","510140","SM","13","3/10/2024 5:03:39"
"886937","4","510140","SM","12","3/10/2024 4:56:35"
"886937","5","510140","SM","15","3/10/2024 4:52:15"
"886937","6","510140","MED","13","3/10/2024 4:53:57"
"886937","7","510140","MED","12","3/10/2024 2:14:24"
"886937","8","510140","MED","13","3/10/2024 15:38:22"
"886937","9","510140","MED","12","3/10/2024 2:12:01"
"886937","10","510140","MED","22","3/10/2024 2:20:01"
"886937","11","510140","LG","13","3/10/2024 0:45:12"
"886937","12","510140","LG","12","3/10/2024 0:39:22"
"886937","13","510140","LG","15","3/10/2024 15:24:40"
"886937","14","510140","LG","11","3/10/2024 0:40:57"
"886937","15","510140","XL","12","3/10/2024 2:16:59"
"886937","16","510140","XL","12","3/10/2024 0:43:00"
"886937","17","510140","XL","11","3/10/2024 0:31:17"
"886938","1","508092","1X","16","7/10/2024 10:20:04"
"886938","2","508092","2X","22","7/10/2024 13:54:34"
"886946","1","508104","XS","3","3/10/2024 13:26:18"
"886946","2","508104","SM","10","3/10/2024 13:28:20"
"886946","3","508104","MED","18","3/10/2024 19:07:35"
"886946","4","508104","LG","22","2/10/2024 19:06:56"
"886946","5","508104","LG","12","3/10/2024 13:19:58"
"886946","6","508104","XL","11","3/10/2024 13:32:35"
"886947","1","502745","XS","3","2/10/2024 19:03:46"
"886947","2","502745","MED","21","2/10/2024 19:13:22"
"886947","3","502745","LG","21","2/10/2024 19:10:18"
"886947","4","502745","XL","16","2/10/2024 19:20:36"
"886948","1","506090","XS","18","5/10/2024 15:04:51"
"886948","2","506090","SM","8","7/10/2024 10:40:50"
"886948","3","506090","MED","22","7/10/2024 15:28:49"
"886948","4","506090","MED","8","7/10/2024 8:19:47"
"886948","5","506090","LG","22","7/10/2024 13:43:05"
"886948","6","506090","LG","3","7/10/2024 14:02:50"
"886948","7","506090","XL","21","7/10/2024 17:19:45"
"886948","8","506090","XL","3","7/10/2024 8:40:52"
"886949","1","508092","1X","22","5/10/2024 10:34:31"
"886949","2","508092","1X","22","7/10/2024 7:50:06"
"886949","3","508092","1X","14","9/10/2024 13:17:32"
"886949","4","508092","2X","22","5/10/2024 13:35:34"
"886949","5","508092","2X","22","7/10/2024 10:57:39"
"886949","6","508092","2X","14","9/10/2024 10:52:19"
"886949","7","508092","3X","21","7/10/2024 13:29:25"
"886949","8","508092","3X","22","7/10/2024 10:02:03"
"886950","1","TH9749-00","2","17","30/09/2024 16:35:27"
"886950","2","TH9749-00","3","45","30/09/2024 18:03:53"
"886950","3","TH9749-00","4","23","30/09/2024 18:24:04"
"886950","4","TH9749-00","4","22","7/10/2024 15:25:18"
"886950","5","TH9749-00","4","23","9/10/2024 16:56:04"
"886950","6","TH9749-00","4","16","9/10/2024 16:53:17"
"886950","7","TH9749-00","5","23","7/10/2024 18:55:40"
"886950","8","TH9749-00","5","21","9/10/2024 16:57:50"
"886950","9","TH9749-00","5","23","9/10/2024 17:00:51"
"886950","10","TH9749-00","5","12","7/10/2024 15:24:39"
"886950","11","TH9749-00","6","23","9/10/2024 13:58:57"
"886950","12","TH9749-00","6","22","7/10/2024 14:15:20"
"886950","13","TH9749-00","6","4","7/10/2024 14:15:20"
"886950","14","TH9749-00","7","23","7/10/2024 18:49:20"
"886950","15","TH9749-00","7","20","7/10/2024 18:44:45"
"886950","16","TH9749-00","8","27","30/09/2024 17:47:29"
"886950","17","TH9749-00","9","14","7/10/2024 12:53:01"
"886951","1","TH9749-51","3","27","7/10/2024 17:54:26"
"886951","2","TH9749-51","3","27","9/10/2024 17:04:25"
"886951","3","TH9749-51","3","18","9/10/2024 18:45:13"
"886951","4","TH9749-51","4","27","7/10/2024 19:33:10"
"886951","5","TH9749-51","4","27","7/10/2024 19:41:18"
"886951","6","TH9749-51","4","27","7/10/2024 18:39:46"
"886951","7","TH9749-51","4","27","7/10/2024 19:50:26"
"886951","8","TH9749-51","4","27","7/10/2024 19:24:27"
"886951","9","TH9749-51","4","27","9/10/2024 14:04:46"
"886951","10","TH9749-51","5","27","9/10/2024 14:17:30"
"886951","11","TH9749-51","5","27","7/10/2024 18:33:20"
"886951","12","TH9749-51","5","27","9/10/2024 19:14:46"
"886951","13","TH9749-51","5","27","9/10/2024 19:06:39"
"886951","14","TH9749-51","5","27","7/10/2024 19:35:56"
"886951","15","TH9749-51","5","19","9/10/2024 14:15:08"
"886951","16","TH9749-51","6","27","7/10/2024 19:27:36"
"886951","17","TH9749-51","6","27","9/10/2024 14:08:00"
"886951","18","TH9749-51","6","27","9/10/2024 18:58:51"
"886951","19","TH9749-51","6","17","7/10/2024 18:02:14"
"886951","20","TH9749-51","7","27","9/10/2024 19:10:45"
"886951","21","TH9749-51","7","27","9/10/2024 14:12:10"
"886953","1","DH2050-51","3","55","3/10/2024 18:29:59"
"886953","2","DH2050-51","3","54","3/10/2024 18:34:27"
"886953","3","DH2050-51","3","18","3/10/2024 18:52:23"
"886953","4","DH2050-51","4","53","3/10/2024 18:49:07"
"886953","5","DH2050-51","4","53","4/10/2024 14:27:34"
"886953","6","DH2050-51","4","53","4/10/2024 14:24:34"
"886953","7","DH2050-51","4","53","4/10/2024 15:20:47"
"886954","1","DH2050-51","4","53","7/10/2024 16:25:48"
"886954","2","DH2050-51","4","48","7/10/2024 17:42:45"
"886954","3","DH2050-51","5","52","7/10/2024 18:15:49"
"886954","4","DH2050-51","5","52","7/10/2024 18:49:37"
"886954","5","DH2050-51","5","52","7/10/2024 22:44:21"
"886954","6","DH2050-51","5","52","9/10/2024 16:36:11"
"886954","7","DH2050-51","5","52","9/10/2024 15:57:40"
"886954","8","DH2050-51","5","51","9/10/2024 16:51:59"
"886954","9","DH2050-51","5","51","9/10/2024 18:37:38"
"886955","1","DH2050-51","6","48","2/10/2024 16:41:30"
"886955","2","DH2050-51","6","48","2/10/2024 17:59:01"
"886955","3","DH2050-51","6","48","2/10/2024 18:30:54"
"886955","4","DH2050-51","6","48","2/10/2024 22:11:40"
"886955","5","DH2050-51","6","48","3/10/2024 14:30:49"
"886955","6","DH2050-51","6","23","3/10/2024 16:09:33"
"886955","7","DH2050-51","7","44","3/10/2024 12:46:15"
"886955","8","DH2050-51","7","42","3/10/2024 16:49:33"
"886955","9","DH2050-51","7","23","3/10/2024 16:26:43"
"886955","10","DH2050-51","8","39","3/10/2024 15:31:48"
"886955","11","DH2050-51","9","20","3/10/2024 16:39:01"
"886959","1","82112","85","6","1/10/2024 10:47:25"
"886959","2","82112","90","20","1/10/2024 10:54:00"
"886959","3","82112","100","31","1/10/2024 10:56:25"
"886959","4","82112","110","20","1/10/2024 11:07:31"
"886959","6","82112","110","26","1/10/2024 11:03:20"
"886960","1","515674","1X","4","1/10/2024 13:51:23"
"886960","2","515674","2X","6","1/10/2024 13:49:42"
"886960","3","515674","3X","15","30/09/2024 17:25:56"
"886960","4","515674","3X","15","1/10/2024 13:57:31"
"886961","1","502745","XS","20","1/10/2024 17:54:03"
"886961","2","502745","XS","18","1/10/2024 17:57:12"
"886961","3","502745","SM","30","1/10/2024 17:26:13"
"886961","4","502745","SM","30","1/10/2024 19:09:39"
"886961","5","502745","MED","30","1/10/2024 14:12:53"
"886961","6","502745","MED","29","1/10/2024 17:29:30"
"886961","7","502745","MED","30","1/10/2024 19:07:23"
"886961","8","502745","MED","30","2/10/2024 10:57:35"
"886961","9","502745","MED","30","2/10/2024 14:40:46"
"886961","10","502745","MED","9","2/10/2024 14:58:38"
"886961","11","502745","LG","30","2/10/2024 14:44:07"
"886961","12","502745","LG","30","2/10/2024 17:49:00"
"886961","13","502745","LG","30","2/10/2024 17:36:36"
"886961","14","502745","LG","18","2/10/2024 17:43:20"
"886961","15","502745","LG","18","2/10/2024 15:04:11"
"886961","16","502745","XL","24","2/10/2024 17:41:03"
"886961","17","502745","XL","24","2/10/2024 14:49:17"
"886963","1","502745","XS","27","9/10/2024 17:35:01"
"886963","2","502745","SM","21","10/10/2024 14:32:31"
"886963","3","502745","SM","21","9/10/2024 19:05:18"
"886963","4","502745","SM","20","10/10/2024 15:18:49"
"886963","5","502745","MED","18","9/10/2024 18:44:11"
"886963","6","502745","MED","21","9/10/2024 15:32:06"
"886963","7","502745","MED","21","9/10/2024 17:57:38"
"886963","8","502745","MED","21","11/10/2024 9:37:07"
"886963","9","502745","MED","21","10/10/2024 8:39:02"
"886963","10","502745","MED","21","7/10/2024 18:16:22"
"886963","11","502745","MED","20","10/10/2024 9:16:43"
"886963","13","502745","MED","9","11/10/2024 9:42:07"
"886963","14","502745","LG","21","10/10/2024 10:31:02"
"886963","15","502745","LG","21","10/10/2024 15:10:21"
"886963","16","502745","LG","21","10/10/2024 10:42:11"
"886963","17","502745","LG","21","10/10/2024 9:42:26"
"886963","18","502745","LG","21","10/10/2024 16:14:58"
"886963","20","502745","XL","26","9/10/2024 16:09:55"
"886963","21","502745","XL","26","9/10/2024 18:53:25"
"886964","1","515674","1X","5","3/10/2024 15:36:03"
"886964","2","515674","2X","5","3/10/2024 15:30:22"
"886964","3","515674","3X","5","3/10/2024 15:32:53"
"886970","2","508104","SM","15","10/10/2024 12:48:58"
"886970","4","508104","SM","17","10/10/2024 16:51:40"
"886970","5","508104","MED","16","10/10/2024 13:37:29"
"886970","6","508104","MED","16","10/10/2024 16:16:48"
"886970","8","508104","MED","16","10/10/2024 17:02:33"
"886970","9","508104","MED","14","10/10/2024 15:04:09"
"886970","10","508104","LG","16","10/10/2024 14:32:48"
"886970","11","508104","LG","16","10/10/2024 16:14:26"
"886970","12","508104","LG","17","10/10/2024 16:49:21"
"886970","13","508104","LG","13","10/10/2024 14:29:19"
"886970","14","508104","XL","18","10/10/2024 16:16:01"
"886970","16","508104","XL","14","10/10/2024 12:52:38"
"886977","1","436674","L","50","11/10/2024 10:02:08"
"886977","2","436674","L","50","10/10/2024 9:07:54"
"886977","5","436674","L","50","10/10/2024 17:52:39"
"886977","6","436674","L","50","10/10/2024 10:17:12"
"886983","1","501639","1X","24","6/10/2024 5:34:34"
"886983","2","501639","2X","23","6/10/2024 5:51:29"
"886988","1","217052","MED","26","10/10/2024 7:56:12"
"886990","2","511708","2X","26","10/10/2024 15:29:05"
"886990","3","511708","3X","26","9/10/2024 18:29:16"
"886993","1","518503","1X","26","3/10/2024 14:19:55"
"887003","1","207240","SM","26","28/09/2024 19:05:26"
"887003","2","207240","MED","26","30/09/2024 14:43:30"
"887003","3","207240","MED","38","30/09/2024 14:20:05"
"887004","1","207239","1X","26","30/09/2024 15:39:59"
"887004","2","207239","3X","19","30/09/2024 14:38:08"
"887015","1","501229","XS","19","2/10/2024 1:34:31"
"887015","2","501229","SM","36","2/10/2024 4:42:07"
"887015","3","501229","MED","35","6/10/2024 3:31:54"
"887015","4","501229","LG","57","2/10/2024 5:54:54"
"887015","5","501229","XL","34","5/10/2024 13:40:21"
"887026","1","515674","1X","18","9/10/2024 19:13:31"
"887026","2","515674","1X","18","10/10/2024 11:03:08"
"887026","3","515674","1X","12","9/10/2024 19:03:33"
"887026","4","515674","2X","18","9/10/2024 19:10:36"
"887026","5","515674","2X","18","10/10/2024 10:12:46"
"887026","6","515674","2X","18","10/10/2024 10:01:41"
"887026","7","515674","2X","16","10/10/2024 11:28:02"
"887026","8","515674","3X","21","10/10/2024 10:21:25"
"887026","9","515674","3X","21","10/10/2024 10:54:19"
"887035","1","300325","SM","48","5/10/2024 13:55:34"
"887035","2","300325","LG","54","5/10/2024 10:04:09"
"887035","3","300325","LG","53","7/10/2024 11:41:32"
"887035","4","300325","XL","51","5/10/2024 14:22:33"
"887035","5","300325","XL","27","7/10/2024 12:06:19"
"887041","2","278716","MED","53","11/10/2024 6:29:06"
"887045","1","66708","85","26","3/10/2024 10:25:54"
"887045","2","66708","85","4","3/10/2024 11:10:33"
"887045","3","66708","90","27","2/10/2024 18:16:50"
"887045","4","66708","90","27","2/10/2024 18:04:13"
"887045","5","66708","90","4","3/10/2024 12:08:01"
"887045","6","66708","100","27","2/10/2024 16:40:32"
"887045","7","66708","100","27","2/10/2024 16:37:19"
"887045","8","66708","100","23","2/10/2024 16:35:25"
"887045","9","66708","110","27","2/10/2024 16:07:38"
"887045","10","66708","110","27","2/10/2024 15:58:24"
"887045","11","66708","110","27","2/10/2024 19:19:48"
"887045","12","66708","120","27","3/10/2024 11:18:43"
"887045","13","66708","120","27","2/10/2024 17:57:21"
"887045","14","66708","120","27","2/10/2024 16:23:28"
"887045","15","66708","130","27","2/10/2024 19:14:19"
"887045","16","66708","130","27","2/10/2024 16:20:23"
"887045","17","66708","140","27","3/10/2024 14:23:44"
"887045","18","66708","140","5","2/10/2024 19:15:17"
"887045","19","66708","150","18","3/10/2024 10:49:55"
"887047","1","10040","3","16","28/09/2024 14:02:54"
"887047","2","10040","4","16","28/09/2024 14:00:14"
"887047","3","10040","5","6","28/09/2024 14:05:12"
"887047","4","10040","6","8","28/09/2024 14:06:03"
"887047","5","10040","8","2","28/09/2024 14:34:07"
"887055","1","10102","XS","4","3/10/2024 13:27:33"
"887055","2","10102","S","9","3/10/2024 16:24:59"
"887055","3","10102","M","18","5/10/2024 11:48:13"
"887055","4","10102","L","7","3/10/2024 12:05:56"
"887055","5","10102","XL","2","3/10/2024 11:48:19"
"887055","6","10102","XXL","4","3/10/2024 14:10:56"
"887056","1","501930","M","5","3/10/2024 15:56:07"
"887056","2","501930","M","1","3/10/2024 11:57:33"
"887056","3","501930","L","4","3/10/2024 12:06:18"
"887056","4","501930","L","4","3/10/2024 10:09:11"
"887056","5","501930","L","1","3/10/2024 10:04:23"
"887056","6","501930","XL","5","3/10/2024 9:16:27"
"887056","7","501930","XL","4","3/10/2024 10:07:07"
"887056","8","501930","XL","5","3/10/2024 10:05:18"
"887056","9","501930","XL","1","3/10/2024 17:57:11"
"887056","10","501930","XXL","5","2/10/2024 19:07:24"
"887056","11","501930","XXL","1","2/10/2024 19:05:46"
"887063","1","10212","M","9","5/10/2024 11:58:11"
"887063","2","10212","XL","6","5/10/2024 10:53:35"
"887063","3","10212","XXL","8","5/10/2024 10:26:09"
"887069","1","10212","S","11","2/10/2024 18:35:13"
"887069","2","10212","M","17","3/10/2024 9:26:57"
"887069","3","10212","L","8","2/10/2024 18:01:23"
"887069","4","10212","XXL","3","2/10/2024 17:52:51"
"887072","1","43205","85","3","29/09/2024 1:53:40"
"887072","2","43205","90","8","29/09/2024 1:13:20"
"887072","3","43205","100","5","29/09/2024 1:14:34"
"887072","4","43205","120","8","29/09/2024 1:52:56"
"887072","5","43205","130","19","29/09/2024 1:55:54"
"887072","6","43205","140","16","29/09/2024 1:12:39"
"887072","7","43205","150","5","29/09/2024 1:54:28"
"887073","1","DH2050-23","3","54","28/09/2024 13:32:01"
"887073","2","DH2050-23","3","33","28/09/2024 13:43:42"
"887073","3","DH2050-23","4","53","28/09/2024 13:14:56"
"887073","4","DH2050-23","4","53","28/09/2024 15:55:41"
"887073","5","DH2050-23","4","29","28/09/2024 12:16:10"
"887073","6","DH2050-23","5","49","28/09/2024 9:15:32"
"887073","7","DH2050-23","5","48","28/09/2024 13:51:03"
"887073","8","DH2050-23","5","34","28/09/2024 14:25:27"
"887073","9","DH2050-23","6","47","28/09/2024 13:17:22"
"887073","10","DH2050-23","6","27","28/09/2024 13:25:24"
"887077","1","508976","MED","15","7/10/2024 22:28:49"
"887078","1","509000","1X","38","9/10/2024 16:36:57"
"887079","1","82423","85","15","10/10/2024 13:32:56"
"887079","2","82423","90","20","10/10/2024 14:55:21"
"887079","4","82423","110","15","10/10/2024 13:30:01"
"887079","5","82423","120","25","10/10/2024 16:31:56"
"887079","6","82423","130","15","10/10/2024 16:27:55"
"887080","1","300325","LG","10","30/09/2024 18:15:57"
"887081","1","217052","SM","5","30/09/2024 14:27:25"
"887081","2","217052","MED","8","30/09/2024 14:44:28"
"887081","3","217052","LG","7","30/09/2024 16:55:18"
"887081","4","217052","XL","5","30/09/2024 16:53:01"
"887082","1","214949","SM","15","28/09/2024 18:29:18"
"887082","2","214949","MED","31","30/09/2024 14:21:52"
"887082","3","214949","LG","23","28/09/2024 18:25:26"
"887082","4","214949","XL","15","30/09/2024 14:52:56"
"887083","1","207242","LG","20","4/10/2024 19:24:48"
"887083","3","207242","XL","14","4/10/2024 19:28:45"
"887084","1","207239","1X","22","4/10/2024 6:27:52"
"887085","1","300325","MED","22","3/10/2024 17:15:14"
"887087","1","65071","120","23","30/09/2024 19:09:33"
"887087","2","65071","130","10","30/09/2024 19:15:23"
"887087","3","65071","140","4","30/09/2024 14:34:49"
"887087","4","65071","150","1","30/09/2024 19:18:46"
"887087","5","65071","160","2","30/09/2024 19:20:02"
"887088","1","TF5388-51","32","24","30/09/2024 14:54:46"
"887088","2","TF5388-51","34","37","30/09/2024 14:05:39"
"887088","3","TF5388-51","34","7","30/09/2024 14:55:45"
"887088","4","TF5388-51","36","22","30/09/2024 12:35:13"
"887088","5","TF5388-51","36","22","30/09/2024 14:52:25"
"887088","6","TF5388-51","36","22","30/09/2024 13:02:55"
"887088","7","TF5388-51","36","21","30/09/2024 12:32:14"
"887088","8","TF5388-51","38","32","30/09/2024 12:23:32"
"887088","9","TF5388-51","38","32","30/09/2024 13:08:26"
"887088","10","TF5388-51","38","22","30/09/2024 14:02:37"
"887088","11","TF5388-51","40","27","30/09/2024 12:19:45"
"887088","12","TF5388-51","40","27","30/09/2024 12:25:19"
"887088","13","TF5388-51","40","12","30/09/2024 12:27:28"
"887088","14","TF5388-51","42","26","30/09/2024 12:29:34"
"887088","15","TF5388-51","42","16","30/09/2024 13:03:57"
"887088","16","TF5388-51","44","20","30/09/2024 14:06:46"
"887092","1","PH9753-00","3","32","9/10/2024 15:42:31"
"887092","2","PH9753-00","3","31","9/10/2024 13:09:49"
"887092","3","PH9753-00","3","32","9/10/2024 15:33:42"
"887092","4","PH9753-00","3","31","9/10/2024 14:54:42"
"887092","5","PH9753-00","3","12","9/10/2024 15:40:06"
"887092","6","PH9753-00","4","32","9/10/2024 17:20:58"
"887092","7","PH9753-00","4","31","7/10/2024 17:41:38"
"887092","8","PH9753-00","4","32","9/10/2024 15:42:20"
"887092","9","PH9753-00","4","31","10/10/2024 9:32:52"
"887092","10","PH9753-00","4","32","7/10/2024 18:04:18"
"887092","11","PH9753-00","4","31","9/10/2024 17:48:54"
"887092","12","PH9753-00","4","32","9/10/2024 15:25:36"
"887092","13","PH9753-00","4","31","7/10/2024 17:48:31"
"887092","14","PH9753-00","5","32","9/10/2024 17:17:46"
"887092","15","PH9753-00","5","31","9/10/2024 13:17:21"
"887092","16","PH9753-00","5","15","9/10/2024 18:06:18"
"887093","2","PH9753-00","5","31","10/10/2024 17:29:54"
"887093","3","PH9753-00","5","32","10/10/2024 14:58:24"
"887093","4","PH9753-00","5","31","10/10/2024 14:52:25"
"887093","5","PH9753-00","5","32","10/10/2024 16:01:24"
"887093","9","PH9753-00","6","32","10/10/2024 16:23:52"
"887093","10","PH9753-00","6","31","10/10/2024 10:49:02"
"887093","11","PH9753-00","6","32","10/10/2024 15:06:28"
"887093","13","PH9753-00","6","15","10/10/2024 16:21:29"
"887093","16","PH9753-00","8","36","10/10/2024 17:39:41"
"887095","1","TH6565-51","3","7","28/09/2024 17:21:21"
"887095","2","TH6565-51","4","12","28/09/2024 17:19:48"
"887095","3","TH6565-51","5","15","28/09/2024 16:29:18"
"887095","4","TH6565-51","6","12","28/09/2024 17:24:56"
"887095","5","TH6565-51","7","6","28/09/2024 17:06:45"
"887095","6","TH6565-51","8","2","28/09/2024 17:08:33"
"887098","1","508976","MED","8","7/10/2024 21:56:21"
"887098","2","508976","LG","7","7/10/2024 22:27:19"
"887101","1","214949","LG","9","10/10/2024 5:32:56"
"887104","1","TH6709-20","3","13","28/09/2024 18:14:34"
"887104","2","TH6709-20","4","29","28/09/2024 18:17:26"
"887104","3","TH6709-20","5","20","28/09/2024 18:14:34"
"887104","4","TH6709-20","6","15","28/09/2024 18:13:22"
"887104","5","TH6709-20","7","10","28/09/2024 18:19:48"
"887108","1","518503","1X","20","3/10/2024 14:23:20"
"887109","1","214949","LG","7","30/09/2024 14:25:42"
"887111","1","501229","MED","7","9/10/2024 16:48:48"
"887111","2","501229","LG","7","9/10/2024 16:58:42"
"887111","3","501229","XL","3","9/10/2024 17:04:37"
"887113","1","217052","XL","2","10/10/2024 6:06:22"
"887116","1","214949","LG","16","10/10/2024 10:50:38"
"887121","1","500799","1X","27","4/10/2024 17:34:34"
"887121","2","500799","2X","26","4/10/2024 12:31:36"
"887121","3","500799","3X","27","3/10/2024 18:58:15"
"887124","1","500798","XS","27","4/10/2024 12:24:04"
"887134","1","47684","85","44","10/10/2024 15:54:03"
"887134","6","47684","90","27","10/10/2024 17:24:21"
"887134","7","47684","100","34","10/10/2024 15:47:44"
"887134","10","47684","100","27","10/10/2024 16:34:49"
"887134","12","47684","110","34","10/10/2024 16:27:11"
"887136","1","TH6709-52","3","3","28/09/2024 18:30:52"
"887136","2","TH6709-52","4","6","28/09/2024 18:32:36"
"887136","3","TH6709-52","5","6","28/09/2024 18:34:00"
"887136","4","TH6709-52","6","5","28/09/2024 18:26:50"
"887136","5","TH6709-52","7","2","28/09/2024 18:29:26"
"887137","2","10098","S","22","9/10/2024 14:13:21"
"887137","3","10098","S","23","9/10/2024 19:07:38"
"887137","4","10098","S","23","9/10/2024 18:46:23"
"887137","5","10098","S","23","10/10/2024 14:46:48"
"887137","6","10098","S","27","9/10/2024 19:14:37"
"887137","7","10098","S","17","9/10/2024 17:47:31"
"887137","8","10098","M","23","9/10/2024 19:10:41"
"887137","9","10098","M","23","10/10/2024 15:01:27"
"887137","11","10098","M","23","10/10/2024 11:17:48"
"887137","12","10098","M","23","10/10/2024 11:41:35"
"887137","13","10098","M","23","10/10/2024 10:36:55"
"887137","14","10098","M","27","10/10/2024 16:59:47"
"887137","15","10098","M","27","9/10/2024 18:44:12"
"887137","16","10098","L","27","10/10/2024 15:12:03"
"887137","17","10098","L","26","10/10/2024 14:35:33"
"887137","18","10098","L","23","10/10/2024 16:19:52"
"887137","19","10098","L","23","10/10/2024 10:59:52"
"887137","21","10098","XL","23","10/10/2024 15:33:29"
"887137","22","10098","XXL","17","10/10/2024 15:41:20"
"887138","1","10098","XXS","23","10/10/2024 16:19:57"
"887138","2","10098","XS","39","10/10/2024 13:29:14"
"887138","9","10098","M","23","10/10/2024 14:42:40"
"887138","10","10098","M","22","9/10/2024 18:29:39"
"887138","11","10098","M","23","10/10/2024 15:20:08"
"887138","12","10098","M","21","9/10/2024 18:56:16"
"887138","13","10098","M","23","10/10/2024 13:46:43"
"887138","15","10098","M","30","10/10/2024 16:26:52"
"887138","16","10098","M","23","10/10/2024 16:01:19"
"887138","18","10098","L","22","10/10/2024 13:43:22"
"887138","19","10098","L","22","9/10/2024 18:55:44"
"887139","1","10098","XS","27","7/10/2024 18:51:50"
"887139","2","10098","S","21","5/10/2024 13:31:27"
"887139","3","10098","S","21","7/10/2024 17:18:29"
"887139","4","10098","S","21","7/10/2024 13:21:22"
"887139","5","10098","S","21","5/10/2024 12:25:45"
"887139","6","10098","S","27","7/10/2024 13:44:37"
"887139","7","10098","S","18","5/10/2024 12:09:53"
"887139","8","10098","M","21","7/10/2024 14:35:13"
"887139","9","10098","M","21","7/10/2024 9:50:01"
"887139","10","10098","M","21","7/10/2024 18:03:47"
"887139","11","10098","M","21","9/10/2024 13:55:55"
"887139","12","10098","M","21","7/10/2024 14:49:18"
"887139","13","10098","M","21","7/10/2024 14:51:52"
"887139","14","10098","M","27","7/10/2024 17:23:50"
"887139","15","10098","M","27","7/10/2024 18:08:18"
"887139","16","10098","L","27","7/10/2024 18:56:25"
"887139","17","10098","L","27","7/10/2024 18:20:14"
"887139","18","10098","L","21","7/10/2024 18:29:22"
"887139","19","10098","L","21","7/10/2024 18:26:33"
"887139","20","10098","XL","21","7/10/2024 16:19:35"
"887139","21","10098","XL","21","7/10/2024 17:21:57"
"887139","22","10098","XXL","18","7/10/2024 17:22:33"
"887140","2","10098","XS","21","7/10/2024 13:36:32"
"887140","3","10098","S","38","5/10/2024 10:31:50"
"887140","4","10098","S","38","5/10/2024 10:33:16"
"887140","5","10098","S","38","5/10/2024 10:26:06"
