period_month,ug_name,uol1_name,uol2_name,servicel1_id,servicel1_name,issues_review_menor_7_dias,issues_en_revision_total,historias_fix_version_deploy,cantidad_historias_deploy,repos_activos_con_nomenclatura_estandar,total_repositorios_en_uso,promedio_tiempo_aprobacion_pr,promedio_tamano_pr,repos_gobernados_chimera_activos,promedio_tiempo_integracion,promedio_tiempo_builds,pipelines_ejecuciones_exitosas,pipelines_ejecuciones_totales,promedio_tiempo_reparacion_builds,repos_sonarqube_ok_activos,repos_conectados_sonarqube,items_pruebas_desplegados_xray,items_desplegados_totales
01-Aug,PERU,SYSTEMS,CROSS SYSTEMS,747,OTHER CROSS PRODUCTS,10,10,12,13,6,6,0.31,2.5,4,1.21,26,3,3,71.5,12,13,13,13
01-Jun,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,BBVA SPARK,1046,HERRAMIENTAS SPARK,5,5,11,12,9,11,0.82,0.5,10,1.96,26.5,10,12,79,6,6,13,13
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,59,AR24 PEOPLE LEGACY,5,5,10,10,11,13,0.21,53,8,1.54,11,3,4,28.5,7,8,11,11
01-Jul,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,1059,GLOBAL SCF (LOCAL MULTICOUNTRY),7,7,9,10,7,7,0.34,75.5,7,1.52,37,1,1,77.5,10,11,8,8
01-Jul,CIB,SW DELIVERY,FIXED INCOME,1184,FI POSTDEAL & REPORTING,7,7,10,11,7,7,1.02,4.5,7,3.75,4,7,8,14,9,11,15,15
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,22,AR39 PRESTAMOS PERSONALES,4,4,5,5,8,8,0.47,95.5,6,2.33,20,7,9,22.5,10,12,6,6
01-Jun,PERU,SYSTEMS,LOANS,740,CONSUMER FINANCE,12,12,14,15,11,12,0.27,176.5,12,2.27,45.5,9,9,28.5,6,6,9,9
01-Jul,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,1065,DIGITAL SIGNING,6,7,5,5,7,7,1.32,6.5,6,1.03,22.5,9,11,47,11,12,9,9
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,591,SOLUCIONES FINANCIERAS,9,10,8,9,9,10,0.04,63,9,1.48,40.5,8,9,58,9,9,12,12
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CORE,562,GESTION REMOTA PYMES,11,12,8,9,7,8,1.01,5.5,8,1.53,15.5,7,8,75.5,12,14,9,9
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,24,AR55 PRESTAMOS PRENDARIOS CANALES INTERNOS,12,13,9,10,9,11,0.36,170.5,10,2.35,28,11,11,63.5,9,11,13,13
01-Aug,CIB,DATA ENGINEERING,ANALYTICS,1143,POST-TRADE SOLUTIONS,11,12,4,4,8,9,0.12,12.5,6,2.88,17.5,11,11,94,14,15,6,6
01-Aug,PERU,SYSTEMS,ENTERPRISE,749,ENTERPRISE BRANCH,4,4,10,11,11,11,0.25,53,6,1.54,15,11,15,16.5,8,9,2,2
01-Aug,CFE,FINANCE,,1247,RENTABILIDAD & PERFORMANCE MANAGEMENT,12,13,1,1,7,8,0.03,9,7,2.49,44.5,6,6,54.5,7,9,6,6
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,557,FIDUCIARIA,11,12,9,10,10,11,0.11,6,9,1.89,24,9,11,3.5,7,9,11,11
01-Aug,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,296,ATM,7,7,12,13,11,11,0.45,139,10,2.44,40,14,15,71,13,14,14,14
01-Aug,MEXICO,SYSTEMS ENGINEERING,INSURANCE,423,CHANNELS,8,8,12,13,11,11,0.18,12,9,1.61,36,8,10,34,9,9,13,13
01-Jul,CFE,FINANCE,,1271,CONSOLIDACION REPORTING Y FISCAL,12,13,10,11,10,10,1.43,26,7,1.63,8,13,14,94,7,8,14,14
01-Jul,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,250,MMPP,5,5,12,13,9,15,0.14,9,6,1.73,24.5,11,11,12.5,10,11,9,9
01-Aug,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,275,MODELO DE DIRECCION Y GESTION,2,2,3,3,6,8,0.16,28,6,1.86,30,9,9,40.5,7,9,1,1
01-Jun,ARGENTINA,INGENIERIA & DATA,DATAHUB ARGENTINA,876,DATIO-AR MODELOS LOCALES,8,9,8,8,13,13,0.2,12,9,1.76,36.5,12,12,9.5,10,11,8,8
01-Jul,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,446,SPECIALIZED PRODUCTS,10,11,9,10,6,6,1.18,17.5,4,2.68,12.5,13,15,7,6,8,2,2
01-Jul,MEXICO,SYSTEMS ENGINEERING,RETAIL,434,BRANCHES,8,9,7,8,8,12,0.07,89,12,3.76,27.5,13,13,36,10,12,5,5
01-Jun,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,262,ENTERPRISE CLIENTS OPERATIONS,10,11,3,3,11,12,0.13,31.5,9,2.59,32,8,9,106.5,9,11,13,13
01-Jul,CIB,SW DELIVERY,FOREIGN EXCHANGE,1188,PRICE DISTRIBUTION AND ORDER MANAGEMENT,11,12,11,11,14,14,0.21,2,12,1.7,43.5,8,8,13.5,6,7,8,8
01-Jul,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,SUSTAINABILITY,1051,SUSTAINABILITY - COMMERCIAL,11,12,8,9,8,8,1.17,49,6,1.95,21,6,6,96,14,15,9,9
01-Jul,GSD,GSD,SW DEV TRANSF,863,TRAINING - SERVICE FOR PRACTICE,12,13,8,8,9,10,0.4,26.5,8,1.59,16.5,9,15,102,14,14,4,4
01-Jun,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,270,VENTA DE CARTERAS,13,14,6,6,12,13,0.09,9.5,13,1.58,42.5,3,3,72,12,13,3,3
01-Aug,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,694,TALENT & CULTURE,12,12,12,13,4,6,0.11,30,5,1.38,8,11,13,3.5,10,12,10,10
01-Jul,PERU,SYSTEMS,PAYMENT METHODS,754,OTHER PAYMENT PRODUCTS & SERVICES,10,11,3,3,6,7,0.46,6.5,7,1.07,38,8,10,23.5,8,9,13,13
01-Jul,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,1055,PIVOT CONNECT,8,9,1,1,12,14,0.25,19.5,14,3.74,1.5,6,6,120,14,14,9,9
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,CORE,564,LOANS,8,8,12,13,13,14,0.21,38,12,1.96,21.5,10,12,61.5,6,7,9,9
01-Aug,CFE,R&IC,,1244,COMPLIANCE,1,1,5,5,12,14,0.47,89.5,14,3.36,9.5,8,12,65.5,10,10,11,11
01-Aug,ESPANA,DATA ENGINEERING,DATA HUB,844,CS & SOSTENIBILIDAD,13,13,13,14,9,14,0.02,83,10,1.32,20,9,10,14,12,13,7,7
01-Jul,CFE,AUD.LEGAL&CHAIRMAN UNITS,,1264,M&A,12,13,11,11,12,14,0.39,9.5,13,3.92,23.5,8,9,28.5,13,13,9,9
01-Jun,ARGENTINA,INGENIERIA & DATA,DATAHUB ARGENTINA,875,DATIO-AR MODELOS GLOBALES,14,15,11,12,10,11,0.34,24,7,1.68,32,5,6,3,11,12,12,12
01-Jun,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,1048,INTERNATIONAL CROSSBORDER COORDINATION TOOL,5,5,8,8,12,14,0.49,2.5,10,2.08,15,12,14,60,9,10,13,13
01-Jun,PERU,SYSTEMS,FINANCE,744,FINANCE,13,14,13,14,11,12,0.42,78,6,1.2,30.5,8,10,16.5,9,10,13,13
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,64,AR50 EFECTOS,6,6,6,7,5,7,0.31,49,6,2.37,43,2,2,34.5,8,10,4,4
01-Aug,VENEZUELA,SYSTEMS,CHANNELS,695,BRANCH,13,14,7,8,1,3,0.26,10.5,3,2.07,17,14,15,56,7,8,11,11
01-Jul,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,272,CONTRATACION,12,13,7,7,10,10,1.22,16.5,8,1.26,34.5,6,6,20.5,6,8,11,11
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,42,AR17 ENGINEERING SERVICES,3,3,7,8,7,8,0.41,14.5,8,2.31,36,9,9,66.5,3,4,2,2
01-Aug,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,1064,CREDIT EXPERIENCE,10,10,11,12,5,5,0.28,1,5,3.17,32.5,13,14,2,4,6,15,15
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,78,AM03 CONSUMER FINANCE,10,10,10,11,10,10,1.2,20.5,6,2.09,24,11,11,72.5,9,10,7,7
01-Aug,ESPANA,SYSTEMS ENGINEERING,ALPHA,255,CLIENTS REGULATORY COMPLIANCE,7,7,13,13,14,14,0.41,9.5,14,3.31,14.5,10,12,75,6,8,14,14
01-Jun,CIB,SW DELIVERY,EQUITIES,1171,QIS EQUITY FINANCE & CROSS,9,9,9,10,9,11,0.01,98,9,1.81,42,10,10,12.5,12,14,9,9
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,27,AR13 INSURANCE DISTRIBUTION/CHANNELS CORE,2,2,10,10,11,11,0.31,3,6,1.31,32,13,14,47.5,4,5,10,10
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,50,AR04 MEDIOS ELECTRONICOS DE PAGOS - MOBILE,10,10,13,14,14,14,0.17,3,8,3.27,29,12,13,24.5,9,10,13,13
01-Aug,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,259,RED DE AGENTES,7,7,8,8,12,12,0.38,81.5,7,2.87,29,2,2,126,10,11,10,10
01-Jul,VENEZUELA,SYSTEMS,BANKING SYSTEMS,689,BANKING CREDIT PRODUCTS,11,11,14,15,6,6,0.24,88.5,6,1.55,47.5,3,3,18,6,7,10,10
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,CORE,561,ACCOUNTS,9,9,12,13,8,10,0.06,13,10,1.28,37,12,12,24,10,11,14,14
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,52,AR09 BENEFICIOS,12,12,14,15,12,13,0.12,63,8,1.15,34.5,11,12,27,13,13,9,9
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,19,AR41 TRAFFIC GENERATION & MARKETING AUTOMATION,13,14,9,10,9,14,0.38,4,14,1.4,27,3,4,113,9,10,6,6
01-Aug,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,299,DIGITAL MARKETING,11,12,6,6,10,12,0.38,5.5,6,1.37,5.5,9,11,55.5,7,7,12,12
01-Aug,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,429,MERCHANTS,11,11,11,12,5,7,1.22,13,5,1.78,32.5,6,6,22,8,9,8,8
01-Jun,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,278,ASSET MANAGEMENT - FONDOS Y PLANES DE PENSIONES,7,8,7,7,9,12,0.36,16.5,12,1.89,35.5,9,10,76.5,12,13,15,15
01-Jun,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,868,TRANSACTIONAL S&C,8,8,9,9,10,15,0.16,0.5,13,2.93,22.5,8,9,12,9,11,4,4
01-Aug,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,443,DIGITAL WORKPLACE & CRM,3,3,11,12,10,10,0.37,42,9,1.05,40.5,12,13,14.5,6,8,6,6
01-Jul,PERU,SYSTEMS,CIB SYSTEMS,756,CIB PRODUCTS,5,5,10,10,11,11,0.46,18.5,6,1.13,31,4,4,106,6,7,12,12
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,1,RB05 RETAIL CONTACT CENTER / CONTACT CENTER PARTICULARES,14,15,11,11,14,15,1.02,92.5,11,1.47,24.5,10,11,58,6,8,14,14
01-Jun,RETAIL CLIENT SOLUTIONS,CROSS,OPTIMIZATION & FUNNEL HEALTH,893,OPTIMIZATION & FUNNEL HEALTH,8,9,8,9,7,7,0.29,22,5,2.14,25,8,10,115.5,12,14,6,6
01-Jul,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,SERVICING & CLIENT EXPERIENCE TRANSFORMATION,1073,PIVOT IMPLEMENTATION,11,12,6,6,12,12,0.03,21,10,2.11,37,8,9,1.5,6,7,13,13
01-Jun,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,1068,INFRA MULTICANAL EMPRESAS,10,10,14,15,7,9,1.01,20.5,8,2.28,32,5,6,21.5,10,12,13,13
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,102,AR20 LOANS / PRESTAMO,9,10,8,8,12,14,0.28,19.5,14,1.51,26.5,12,14,23.5,2,4,7,7
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CFS-RIESGOS,585,RIESGOS PYMES Y MAYORISTAS,8,8,11,11,14,14,0.27,28,11,2.53,13,1,2,112.5,12,12,10,10
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,8,AR11 ABM,11,12,5,5,10,11,1.22,272.5,9,1.61,37.5,10,11,27,7,7,7,7
01-Jul,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,286,INSURANCE - POSTVENTA,7,7,11,11,13,14,1.17,249,6,1.08,1,8,10,25,14,14,12,12
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,49,CF07 PROCUREMENT,10,11,7,8,1,3,0.12,23.5,2,2.55,8.5,11,13,102,3,3,14,14
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,72,AR44 PLATAFORMA SENDA ARG,10,11,6,6,14,14,0.28,29.5,13,1.12,43,6,7,21.5,5,6,12,12
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,CFS-RIESGOS,586,"RIESGOS REPORTING, NORMATIVOS",10,10,10,10,13,14,0.15,44.5,7,2.22,30.5,10,12,30,8,10,9,9
01-Jul,PERU,SYSTEMS,RETAIL,762,ATMS Y AUTOSERVICIOS,10,10,11,12,11,11,0.26,70,11,1.11,34,3,5,90,11,11,2,2
01-Aug,CFE,T&C,,1255,WORKFORCE ADMINISTRATION,6,6,10,10,12,12,0.45,23,6,2.07,14.5,2,3,35.5,7,8,6,6
01-Jun,PERU,SYSTEMS,RETAIL,761,AGENTES CORRESPONSALES,5,5,13,14,2,3,0.47,68.5,1,2.01,18,11,13,90.5,7,7,9,9
01-Jun,PERU,SYSTEMS,CORPORATE,757,COMPLIANCE,13,14,7,8,5,7,0.01,21.5,6,2.5,22,9,12,1.5,7,8,14,14
01-Aug,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,HIGH VALUE SOLUTIONS,1053,FINANCIACION ESPECIALIZADA,11,12,10,11,11,13,0.11,21.5,12,2.19,36,10,12,116.5,11,11,14,14
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,14,CIB06 ALYC,11,12,6,6,10,11,0.19,20,10,1.55,11.5,4,6,84,9,10,5,5
01-Aug,PERU,SYSTEMS,CORE CLIENTS,736,INTERBANK PAYMENTS,7,7,13,14,1,1,0.36,61.5,0,1.65,23.5,7,7,81,12,12,10,10
01-Jun,PERU,SYSTEMS,CROSS SYSTEMS,746,INSURANCE DISTRIBUTION,10,11,10,11,4,5,0.49,26,4,2.24,14.5,10,10,124.5,5,7,12,12
01-Jun,URUGUAY,SYSTEMS ENGINEERING,,672,CORE BANKING,7,7,10,11,5,6,0.38,13.5,4,2.38,23.5,9,11,100.5,9,9,2,2
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,417,COMPLIANCE & LEGAL,10,11,3,3,7,12,0.19,1.5,10,2.44,20.5,13,14,68,10,11,13,13
01-Jun,PERU,SYSTEMS,CORPORATE,759,LEGAL,3,3,6,6,14,14,0.04,28,8,3.48,19.5,6,8,35.5,10,11,10,10
01-Aug,CIB,SW DELIVERY,ACCOUNTING & CORE BANKING,1181,CORE BANKING,5,5,6,7,5,6,0.39,50,4,1.32,9.5,8,14,97.5,12,12,11,11
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,578,BUSINESS CORE,10,11,10,10,13,15,0.24,26.5,15,1.67,40,5,6,70,8,8,12,12
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,74,AR46 GEMA ARG,9,9,11,12,8,14,0.38,7,8,1.98,31,9,10,58.5,13,14,8,8
01-Jul,CIB,DATA ENGINEERING,ANALYTICS,1144,SUSTAINABILITY SOLUTIONS,5,5,7,7,9,12,0.39,59,10,1.17,38,11,11,25,12,14,7,7
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CORE,564,LOANS,3,3,4,5,5,5,0.2,94.5,3,2.16,43,13,14,10,12,13,9,9
01-Jul,GSD,GSD,ALPHA,847,CATALOGOS,8,9,6,6,12,15,0.31,72,15,3.8,8.5,8,8,73.5,9,12,6,6
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,590,ENTERPRISE WEB CHANNEL,12,12,14,15,4,4,0.18,14.5,2,2.2,8.5,11,14,13.5,5,7,13,13
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,83,PA04 BBVA ADQUIRENTE - CICLO DE VIDA COMERCIOS,12,13,8,8,12,14,0.27,9,10,1.39,43.5,9,11,56.5,14,15,10,10
01-Jul,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,305,WEB CHANNEL,12,13,5,5,10,11,0.06,0.5,8,2.41,38,7,8,1,9,10,13,13
01-Jun,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,421,RISK,9,9,13,14,12,14,0.3,30,14,3.91,39.5,9,9,17,10,12,15,15
01-Jun,GSD,GSD,PAYMENT,858,PAYMENT AUTHORIZATION,11,12,11,12,4,6,0.04,11,5,2.31,25,9,10,85.5,6,8,10,10
01-Jun,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,883,GP2 - BCEA,9,10,4,4,7,7,0.32,92,7,1.28,34,8,13,24,1,2,10,10
01-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - MOBILE,882,PLATAFORMA RETAIL - MOBILE,10,11,8,8,10,12,0.04,26,10,3.71,27,8,9,59.5,8,10,13,13
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,447,ACCOUNTS,13,13,13,14,7,8,0.02,0.5,7,3.89,8.5,10,12,66.5,13,14,10,10
01-Aug,MEXICO,SYSTEMS ENGINEERING,RETAIL,436,MOBILE RETAIL,9,9,11,12,9,12,0.22,21,10,2.76,41.5,12,12,74,14,15,8,8
01-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,,1325,US GWA,11,12,11,12,2,4,0.39,28,2,2.44,29.5,12,12,75,11,12,5,5
01-Aug,MEXICO,SYSTEMS ENGINEERING,RETAIL,435,CRM,13,14,10,11,9,11,0.37,11.5,11,2.34,44.5,13,15,2.5,7,8,9,9
01-Jul,PERU,SYSTEMS,PAYMENT METHODS,751,ADQUIRENCIA,9,9,9,10,4,5,0.42,2.5,4,1.47,44.5,6,7,87.5,10,10,14,14
01-Jul,CIB,SW DELIVERY,EQUITIES,1170,DIGITAL DERIVATIVES: X-ASSET NOTES,14,15,9,10,7,14,0.27,17.5,7,2.53,30,11,11,27,11,12,2,2
01-Aug,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,1048,INTERNATIONAL CROSSBORDER COORDINATION TOOL,12,12,14,15,9,9,0.47,84,8,1.38,35,9,11,72,11,11,11,11
01-Jul,MEXICO,DATA TRANSFORMATION & ENGINEERING,SEGURIDAD Y OTRAS PI,871,DATA LEGACY,11,12,4,4,8,8,0.48,5.5,7,1.69,22.5,11,11,77,1,3,13,13
01-Jul,CFE,FINANCE,,1247,RENTABILIDAD & PERFORMANCE MANAGEMENT,10,10,10,10,13,13,0.19,8.5,9,3.2,36,14,14,33,11,12,11,11
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,75,EB01 ENTERPRISE WEB / WEB EMPRESAS,14,15,14,15,11,11,0.15,60,11,4.62,14,12,12,74,14,15,14,14
01-Jun,ARGENTINA,INGENIERIA & DATA,ALPHA ARCHITECTURE,874,ALPHA,10,10,11,12,10,11,0.39,43,10,3.17,16,9,10,127.5,13,14,12,12
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,DATA TRANSFORMATION,587,CLIENT SOLUTIONS,13,14,11,12,11,12,0.35,5.5,11,3.92,15,9,14,69.5,12,14,4,4
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,1,RB05 RETAIL CONTACT CENTER / CONTACT CENTER PARTICULARES,10,11,10,11,7,7,1.64,139,5,2.48,20.5,11,11,34,11,13,9,9
01-Jun,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,835,DATAHUB R&F,13,14,11,11,12,14,0.49,24,7,3.24,21,9,9,61,4,4,9,9
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,29,IN01 INSURANCE DISTRIBUTION/CHANNELS WEB,5,5,12,13,6,8,0.39,11,6,1.88,0,7,7,129,12,14,14,14
01-Jul,GSD,GSD,PAYMENT,859,PAYMENT METHODS SYSTEM,12,13,6,7,7,13,0.07,7.5,13,1.41,35,10,11,23.5,12,14,11,11
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,77,EB03 CANALES EMPRESAS,1,1,8,8,9,9,0.41,40,9,2.74,44.5,9,9,125.5,11,13,6,6
01-Jul,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,1064,CREDIT EXPERIENCE,11,11,12,13,5,5,0.08,12,3,1.72,35.5,9,10,19,7,8,8,8
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,36,AR40 PRODUCTIVIDAD,14,14,14,15,11,13,0.11,27.5,8,1.69,37,11,13,63.5,10,10,13,13
01-Aug,VENEZUELA,SYSTEMS,PAYMENT,687,OTHERS PAYMENTS,14,15,8,9,4,6,0.21,43.5,6,2.6,19,10,12,120.5,2,3,10,10
01-Jun,CFE,AUD.LEGAL&CHAIRMAN UNITS,,1262,COMMS,9,10,7,7,9,9,0.37,22.5,9,5.06,5,8,9,87,11,11,10,10
01-Jun,CIB,SW DELIVERY,FOREIGN EXCHANGE,1188,PRICE DISTRIBUTION AND ORDER MANAGEMENT,9,10,1,1,11,13,0.1,25.5,9,2.62,38,8,9,37,9,11,12,12
01-Aug,ARGENTINA,INGENIERIA & DATA,DATAHUB ARGENTINA,876,DATIO-AR MODELOS LOCALES,6,6,11,12,10,10,0.13,18,9,1.63,43.5,13,15,61.5,6,8,7,7
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,570,T&C,8,8,10,11,10,13,0.38,25,8,1.62,26,9,10,65,10,12,13,13
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,56,AR21 SERVICIOS CORE FINANCIEROS,13,14,9,9,11,12,0.29,85,12,2.03,44.5,10,11,2,2,4,11,11
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,418,CREDIT ACQUISITION & AUTOMATION,4,4,9,10,10,11,0.22,22.5,9,2.9,47.5,13,14,19,13,14,14,14
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,24,AR55 PRESTAMOS PRENDARIOS CANALES INTERNOS,12,13,10,11,8,11,0.43,12.5,10,1.11,49,6,6,41.5,8,10,14,14
01-Aug,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,276,TRANSFORMACION DE OPERACIONES,7,8,5,5,10,13,0.3,7,11,2.03,39.5,3,4,52.5,9,9,11,11
01-Jun,ARGENTINA,INGENIERIA & DATA,DATAHUB ARGENTINA,877,DATIO-AR RIESGOS Y FINANZAS,14,14,14,15,1,1,0.18,14.5,0,2.06,1.5,8,8,63,8,10,8,8
01-Jul,MEXICO,SYSTEMS ENGINEERING,C&IB,457,"FX, DERIVATIVES & CUSTODY",11,12,2,2,8,10,0.39,3.5,10,2.12,45,11,13,43,9,10,7,7
01-Jul,PERU,DATA,DATAHUB,899,DATIO CIB/T&C/RIC,13,13,14,14,15,15,0.16,0.5,13,2.66,40,12,15,0,13,15,12,12
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,57,AR22 ACCOUNTS & DEPOSITS / CUENTAS,7,7,13,14,8,12,0.26,23,11,1.89,35,8,10,108,9,10,9,9
01-Aug,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,284,INSURANCE - DISTRIBUCION,13,14,8,8,9,10,0.2,17,10,3.75,37,8,9,12,9,11,10,10
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CORE,565,PERSONAS Y ARQ. HOST,12,13,3,3,15,15,1.9,17.5,7,1.48,24.5,11,13,53,8,8,7,7
01-Jul,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,1049,SALES SALESFORCE - CCS,13,14,4,4,10,12,1.55,57,10,2.72,6.5,9,10,54,3,5,6,6
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,572,CANALES ASISTIDOS ATMs/RPA,7,7,12,13,10,10,1.36,8.5,10,4.15,2.5,2,2,47,10,13,12,12
01-Jun,PERU,SYSTEMS,CORE CLIENTS,735,ACCOUNTS & DEPOSITS,11,12,10,11,3,5,1.89,28.5,4,2.05,31,8,9,19.5,10,13,14,14
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,10,AR48 DISTRIBUCION DE PRODUCTOS,14,15,12,13,8,8,1.64,138.5,6,2.4,12.5,7,8,79,11,13,10,10
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,81,PA02 MERCHANTS-ACQUIRING / COMERCIOS-ADQUIRENCIA,12,13,8,8,12,12,1.21,370.5,7,3.92,2,9,11,67.5,11,13,10,10
01-Jun,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,SERVICING & CLIENT EXPERIENCE TRANSFORMATION,1074,PRODUCTIVIDAD Y DEVOPS,11,12,6,7,3,3,1.23,5.5,2,3.43,35.5,12,12,73,9,9,4,4
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,50,AR04 MEDIOS ELECTRONICOS DE PAGOS - MOBILE,4,4,13,14,6,6,1.07,372.5,5,2.02,29.5,11,14,96.5,10,12,15,15
