period_month,ug_name,uol1_name,uol2_name,servicel1_id,servicel1_name,Nº fichas RFO,Nº SN2 con ficha RFO con status OK,Nº SN2 con dependencias Consumer,Nº SN2 del tipo Aplicación no Hijo,Número de features deployed válidas,Número de features deployed,Valor de cumplimiento de objetivos en Op Model,Servicios N2 con medición en el modelo objetivo del Op Model,Vulnerab. de alto riesgo por cada mil líneas de códgio,Vulnerab. de alto riesgo por cada mil líneas de códgio mes anterior,Variación de la evolución de vulnerabilidades,Nº de vulnerabilidades high,Nº de Lineas de código,Nº de vulnerabilidades high en el mes anterior,Líneas de código en el mes anterior
25-Sep,COLOMBIA,SYSTEMS ENGINEERING,DEVOPS,6464,DEVOPS CO,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Mar,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6478,AR44 PLATAFORMA SENDA ARG,5,5,3,5,2,4,0,1,0,0,0,0,39.095,0,0
25-Apr,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6478,AR44 PLATAFORMA SENDA ARG,5,5,3,5,0,1,0,1,0,0,0,0,33.024,0,0
25-May,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6478,AR44 PLATAFORMA SENDA ARG,5,5,3,5,4,4,0,2,0,0,0,0,40.227,0,0
25-Jun,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6478,AR44 PLATAFORMA SENDA ARG,5,5,3,5,11,12,0,1,0,0,0,0,40.24,0,0
25-Jul,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6478,AR44 PLATAFORMA SENDA ARG,5,5,3,5,2,2,1,2,0,0,0,0,40.272,0,0
25-Aug,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6478,AR44 PLATAFORMA SENDA ARG,5,5,3,5,13,13,2,2,0,0,0,0,40.272,0,0
25-Sep,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6478,AR44 PLATAFORMA SENDA ARG,5,5,3,5,13,13,2,2,0,0,0,0,40.272,0,0
25-Mar,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6479,AR45 HELP DESK ARG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25-Apr,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6479,AR45 HELP DESK ARG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25-May,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6479,AR45 HELP DESK ARG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25-Jun,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6479,AR45 HELP DESK ARG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25-Jul,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6479,AR45 HELP DESK ARG,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
25-Aug,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6479,AR45 HELP DESK ARG,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
25-Sep,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6479,AR45 HELP DESK ARG,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,RETAIL,6538,MULTICHANNEL RETAIL,1,0,2,2,156,156,1,1,0,0,0,0,0,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,RETAIL,6538,MULTICHANNEL RETAIL,2,1,2,2,3,3,1,1,0,0,0,0,0,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,RETAIL,6538,MULTICHANNEL RETAIL,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,RETAIL,6538,MULTICHANNEL RETAIL,2,2,2,2,161,162,1,1,0,0,0,0,0,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,RETAIL,6538,MULTICHANNEL RETAIL,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,RETAIL,6538,MULTICHANNEL RETAIL,2,2,2,2,19,19,1,1,0,0,0,0,0,0,0
25-Sep,MEXICO,SYSTEMS ENGINEERING,RETAIL,6538,MULTICHANNEL RETAIL,2,2,2,2,30,30,1,1,0,0,0,0,0,0,0
25-Mar,RETAIL CLIENT SOLUTIONS,CROSS,DIGITAL ASSETS,6576,DIGITAL ASSETS,0,0,2,2,7,7,2,2,0,0,0,0,206.185,0,0
25-Apr,RETAIL CLIENT SOLUTIONS,CROSS,DIGITAL ASSETS,6576,DIGITAL ASSETS,0,0,2,2,0,0,2,2,0,0,0,0,189.152,0,0
25-May,RETAIL CLIENT SOLUTIONS,CROSS,DIGITAL ASSETS,6576,DIGITAL ASSETS,0,0,1,1,0,0,2,2,0,0,0,0,195.636,0,0
25-Jun,RETAIL CLIENT SOLUTIONS,CROSS,DIGITAL ASSETS,6576,DIGITAL ASSETS,0,0,1,1,2,2,2,2,0,0,0,0,211.588,0,0
25-Jul,RETAIL CLIENT SOLUTIONS,CROSS,DIGITAL ASSETS,6576,DIGITAL ASSETS,0,0,1,1,0,0,1,1,0,0,0,0,202.043,0,0
25-Aug,RETAIL CLIENT SOLUTIONS,CROSS,DIGITAL ASSETS,6576,DIGITAL ASSETS,0,0,1,1,0,0,1,1,0,0,0,0,202.043,0,0
25-Jun,CIB,SW DELIVERY,DIGITAL ASSETS,6578,DIGITAL ASSETS,1,1,1,1,4,4,0,1,0,0,0,0,0,0,0
25-Jul,CIB,SW DELIVERY,DIGITAL ASSETS,6578,DIGITAL ASSETS,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
25-Aug,CIB,SW DELIVERY,DIGITAL ASSETS,6578,DIGITAL ASSETS,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
25-Sep,CIB,SW DELIVERY,DIGITAL ASSETS,6578,DIGITAL ASSETS,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0
25-Mar,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6650,SEGUROS PROCESOS,6,6,6,6,0,0,3,4,0,0,0,0,15.546,0,0
25-Apr,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6650,SEGUROS PROCESOS,6,6,6,6,1,10,3.5,4,0,0,0,0,15.073,0,0
25-May,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6650,SEGUROS PROCESOS,6,6,6,6,0,0,3.5,4,0,0,0,0,10.697,0,0
25-Jun,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6650,SEGUROS PROCESOS,6,6,6,6,0,0,3.5,4,0,0,0,0,12.777,0,0
25-Jul,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6650,SEGUROS PROCESOS,6,6,6,6,0,0,3,4,0,0,0,0,13.285,0,0
25-Aug,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6650,SEGUROS PROCESOS,6,6,6,6,0,0,3,4,0,0,0,0,18.085,0,0
25-Sep,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6650,SEGUROS PROCESOS,6,6,6,6,0,2,3,4,0,0,0,0,23.898,0,0
25-Mar,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6651,SEGUROS FINANCIERO,4,4,4,4,0,0,0,0,0,0,0,0,4.772,0,0
25-Apr,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6651,SEGUROS FINANCIERO,4,4,4,4,0,1,0,0,0,0,0,0,4.772,0,0
25-May,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6651,SEGUROS FINANCIERO,4,4,4,4,0,1,0.5,1,0,0,0,0,5.896,0,0
25-Jun,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6651,SEGUROS FINANCIERO,4,4,4,4,0,0,0,0,0,0,0,0,5.896,0,0
25-Jul,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6651,SEGUROS FINANCIERO,4,4,4,4,0,0,0,0,0,0,0,0,5.896,0,0
25-Aug,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6651,SEGUROS FINANCIERO,4,4,4,4,0,2,0,0,0,0,0,0,5.896,0,0
25-Sep,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6651,SEGUROS FINANCIERO,4,4,4,4,0,2,0,0,0,0,0,0,5.896,0,0
25-Mar,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6652,BUSINESS CORE,4,3,3,4,0,0,0,3,1044,0,0,1044,1.853.770,0,0
25-Apr,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6652,BUSINESS CORE,4,3,3,4,0,0,0.5,3,982,0,0,982,1.865.248,0,0
25-May,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6652,BUSINESS CORE,3,3,3,3,0,7,0,3,982,0,0,982,1.869.379,0,0
25-Jun,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6652,BUSINESS CORE,3,3,3,3,0,0,1.5,3,436,0,0,436,1.865.948,0,0
25-Jul,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6652,BUSINESS CORE,3,3,3,3,0,0,2.5,4,413,0,0,413,1.893.046,0,0
25-Aug,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6652,BUSINESS CORE,3,3,3,3,1,4,3,4,413,0,0,413,1.917.998,0,0
25-Sep,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6652,BUSINESS CORE,3,3,3,3,1,4,3,4,413,0,0,413,1.918.518,0,0
25-Mar,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,6667,SOLUCIONES FINANCIERAS,3,3,3,3,14,14,1,2,0,0,0,0,2.727,0,0
25-Apr,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,6667,SOLUCIONES FINANCIERAS,3,3,3,3,3,3,1,2,0,0,0,0,28.755,0,0
25-May,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,6667,SOLUCIONES FINANCIERAS,3,3,3,3,1,1,0,2,0,0,0,0,28.755,0,0
25-Jun,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,6667,SOLUCIONES FINANCIERAS,3,3,2,3,8,8,1,2,0,0,0,0,28.755,0,0
25-Jul,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,6667,SOLUCIONES FINANCIERAS,3,3,3,3,3,3,2,2,0,0,0,0,28.689,0,0
25-Aug,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,6667,SOLUCIONES FINANCIERAS,3,3,3,3,5,5,1,2,0,0,0,0,28.689,0,0
25-Sep,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,6667,SOLUCIONES FINANCIERAS,3,3,3,3,5,5,1,2,0,0,0,0,28.689,0,0
25-Mar,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6696,AR46 GEMA ARG,1,1,0,1,0,0,0,0,0,0,0,0,50.326,0,0
25-Apr,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6696,AR46 GEMA ARG,1,1,0,1,3,3,0,0,0,0,0,0,50.326,0,0
25-May,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6696,AR46 GEMA ARG,1,1,0,1,1,1,0.5,1,0,0,0,0,50.326,0,0
25-Jun,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6696,AR46 GEMA ARG,1,1,0,1,10,10,0,0,0,0,0,0,50.326,0,0
25-Jul,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6696,AR46 GEMA ARG,2,1,0,2,0,0,0,0,0,0,0,0,50.326,0,0
25-Aug,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6696,AR46 GEMA ARG,2,1,0,2,5,5,0,0,0,0,0,0,50.326,0,0
25-Sep,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6696,AR46 GEMA ARG,2,1,0,2,6,6,0,0,0,0,0,0,50.326,0,0
25-Mar,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,6716,AR15 EVOLUCION DIGITAL DE GESTION DE TARJETAS,1,1,0,1,3,3,0,1,0,0,0,0,13.589,0,0
25-Apr,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,6716,AR15 EVOLUCION DIGITAL DE GESTION DE TARJETAS,1,1,0,1,0,0,0,1,0,0,0,0,62.223,0,0
25-May,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,6716,AR15 EVOLUCION DIGITAL DE GESTION DE TARJETAS,1,1,0,1,0,0,0,1,0,0,0,0,61.213,0,0
25-Jun,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,6716,AR15 EVOLUCION DIGITAL DE GESTION DE TARJETAS,1,1,0,1,0,0,0,1,0,0,0,0,45.947,0,0
25-Jul,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,6716,AR15 EVOLUCION DIGITAL DE GESTION DE TARJETAS,1,1,0,1,0,0,0,1,0,0,0,0,46.228,0,0
25-Aug,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,6716,AR15 EVOLUCION DIGITAL DE GESTION DE TARJETAS,1,1,0,1,0,0,0.5,1,0,0,0,0,46.228,0,0
25-Sep,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,6716,AR15 EVOLUCION DIGITAL DE GESTION DE TARJETAS,1,1,0,1,0,0,0.5,1,0,0,0,0,51.274,0,0
25-Mar,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,6762,FX SMART HEDGING,0,0,1,1,0,0,0,1,0,0,0,0,107.35,0,0
25-Apr,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,6762,FX SMART HEDGING,0,0,1,1,0,0,0,0,0,0,0,0,105.32,0,0
25-May,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,6762,FX SMART HEDGING,0,0,1,1,0,0,0,0,0,0,0,0,105.32,0,0
25-Jun,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,6762,FX SMART HEDGING,0,0,1,1,0,0,0,0,0,0,0,0,105.32,0,0
25-Jul,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,6762,FX SMART HEDGING,0,0,1,1,0,0,0,0,0,0,0,0,105.32,0,0
25-Aug,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,6762,FX SMART HEDGING,0,0,1,1,0,0,0,0,0,0,0,0,105.32,0,0
25-Sep,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,6762,FX SMART HEDGING,0,0,1,1,0,0,0,0,0,0,0,0,105.32,0,0
25-Mar,CIB,CIB ENGINEERING,SW DELIVERY,6776,GTB & IB&F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25-Apr,CIB,CIB ENGINEERING,SW DELIVERY,6776,GTB & IB&F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25-Mar,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6778,PROCESS SYSTEMS ARG,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
25-Apr,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6778,PROCESS SYSTEMS ARG,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0
25-May,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6778,PROCESS SYSTEMS ARG,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
25-Jun,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6778,PROCESS SYSTEMS ARG,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
25-Jul,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6778,PROCESS SYSTEMS ARG,0,0,0,0,0,0,2,2,0,0,0,0,1.434,0,0
25-Aug,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6778,PROCESS SYSTEMS ARG,0,0,0,0,0,0,1,2,0,0,0,0,7.385,0,0
25-Sep,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6778,PROCESS SYSTEMS ARG,0,0,0,0,0,0,1,2,0,0,0,0,7.385,0,0
25-Mar,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6860,DEVOPS AR,2,2,0,2,0,0,0,2,0,0,0,0,1.162.214,0,0
25-Apr,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6860,DEVOPS AR,2,2,0,2,0,0,0,2,0,0,0,0,1.160.739,0,0
25-May,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6860,DEVOPS AR,2,2,0,2,0,0,0,2,0,0,0,0,1.160.534,0,0
25-Jun,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6860,DEVOPS AR,2,2,0,2,0,0,0,2,28,0,0,28,1.134.320,0,0
25-Jul,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6860,DEVOPS AR,2,2,0,2,0,0,0,2,0,0,0,0,746.421,0,0
25-Aug,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6860,DEVOPS AR,2,2,2,2,0,0,0,2,0,0,0,0,747.155,0,0
25-Sep,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6860,DEVOPS AR,2,2,2,2,0,0,0,2,0,0,0,0,747.214,0,0
25-Mar,RETAIL CLIENT SOLUTIONS,RETAIL,,7028,US GWA,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0
25-Apr,RETAIL CLIENT SOLUTIONS,RETAIL,,7028,US GWA,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
25-May,RETAIL CLIENT SOLUTIONS,RETAIL,,7028,US GWA,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
25-Jun,RETAIL CLIENT SOLUTIONS,RETAIL,,7028,US GWA,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
25-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,,7028,US GWA,3,0,0,3,0,0,1,1,0,0,0,0,0,0,0
25-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,,7028,US GWA,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
25-Mar,CFE,R&IC,,7051,REPORTING FRAUDE,1,1,0,1,0,0,0,0,0,0,0,0,367.477,0,0
25-Apr,CFE,R&IC,,7051,REPORTING FRAUDE,1,1,0,1,0,0,0,0,0,0,0,0,367.477,0,0
25-May,CFE,R&IC,,7051,REPORTING FRAUDE,1,1,0,1,0,0,0,0,0,0,0,0,367.477,0,0
25-Jun,CFE,R&IC,,7051,REPORTING FRAUDE,1,1,0,1,0,0,0,0,0,0,0,0,367.477,0,0
25-Jul,CFE,R&IC,,7051,REPORTING FRAUDE,1,1,0,1,0,0,0,0,0,0,0,0,367.477,0,0
25-Aug,CFE,R&IC,,7051,REPORTING FRAUDE,1,1,0,1,0,0,0,0,0,0,0,0,367.477,0,0
25-Sep,CFE,R&IC,,7051,REPORTING FRAUDE,1,1,0,1,0,0,0,0,0,0,0,0,367.477,0,0
25-Mar,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,7135,PIVOT DATA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Apr,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,7135,PIVOT DATA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25-May,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,7135,PIVOT DATA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Jun,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,7135,PIVOT DATA,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
25-Jul,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,7135,PIVOT DATA,0,0,1,1,0,0,0,0,0,0,0,0,252,0,0
25-Aug,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,7135,PIVOT DATA,0,0,1,1,0,0,0,0,0,0,0,0,630,0,0
25-Sep,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,7135,PIVOT DATA,0,0,1,1,0,0,0,0,0,0,0,0,630,0,0
25-Mar,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,7145,AR03 PRESTAMOS HIPOTECARIOS CANALES INTERNOS,3,3,1,3,3,3,3,3,0,0,0,0,0,0,0
25-Apr,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,7145,AR03 PRESTAMOS HIPOTECARIOS CANALES INTERNOS,3,3,1,4,1,1,3,3,0,0,0,0,0,0,0
25-May,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,7145,AR03 PRESTAMOS HIPOTECARIOS CANALES INTERNOS,4,4,1,4,3,3,3,4,0,0,0,0,0,0,0
25-Jun,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,7145,AR03 PRESTAMOS HIPOTECARIOS CANALES INTERNOS,4,4,1,4,8,8,4,4,0,0,0,0,0,0,0
25-Jul,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,7145,AR03 PRESTAMOS HIPOTECARIOS CANALES INTERNOS,1,1,1,1,3,3,1,1,0,0,0,0,126,0,0
25-Aug,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,7145,AR03 PRESTAMOS HIPOTECARIOS CANALES INTERNOS,1,1,1,1,4,4,0,1,0,0,0,0,378,0,0
25-Sep,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,7145,AR03 PRESTAMOS HIPOTECARIOS CANALES INTERNOS,1,1,1,1,7,7,0,1,0,0,0,0,378,0,0
25-Mar,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Mar,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Apr,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Apr,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-May,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-May,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Jun,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Jun,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Jul,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Jul,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Aug,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Aug,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Sep,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,,,0,0,0,0,0,0,0,0,0
25-Mar,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,7165,PLATAFORMA EMISION,1,0,1,2,0,0,1,1,0,0,0,0,36.791,0,0
25-Apr,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,7165,PLATAFORMA EMISION,0,0,1,2,0,0,1,2,0,0,0,0,26.487,0,0
25-May,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,7165,PLATAFORMA EMISION,0,0,1,2,0,0,2,2,0,0,0,0,31.681,0,0
25-Jun,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,7165,PLATAFORMA EMISION,0,0,1,2,0,0,2,2,0,0,0,0,35.889,0,0
25-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,7165,PLATAFORMA EMISION,0,0,1,2,0,0,2,2,0,0,0,0,30.883,0,0
25-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,7165,PLATAFORMA EMISION,0,0,1,2,0,0,2,2,0,0,0,0,31.238,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,DEVELOPMENT EXPERIENCE,7168,DEVOPS & SW DEVELOPMENT TOOLS,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,DEVELOPMENT EXPERIENCE,7168,DEVOPS & SW DEVELOPMENT TOOLS,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,DEVELOPMENT EXPERIENCE,7168,DEVOPS & SW DEVELOPMENT TOOLS,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,DEVELOPMENT EXPERIENCE,7168,DEVOPS & SW DEVELOPMENT TOOLS,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,DEVELOPMENT EXPERIENCE,7168,DEVOPS & SW DEVELOPMENT TOOLS,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,DEVELOPMENT EXPERIENCE,7168,DEVOPS & SW DEVELOPMENT TOOLS,1,1,1,1,0,0,1,1,0,0,0,0,761,0,0
25-Sep,MEXICO,SYSTEMS ENGINEERING,DEVELOPMENT EXPERIENCE,7168,DEVOPS & SW DEVELOPMENT TOOLS,1,1,1,1,0,0,1,1,0,0,0,0,761,0,0
25-Apr,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,7184,PROCESOS ONBOARDING & CONTRATACION,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
