ID_SOT,Estado SOT,Fecha Creacion,Fecha Factibilidad,Fecha Atendido Rechazado,ID Rechazo,Departamento,Provincia,Distrito,Region
1071424,Rechazado,10/03/2025 18:49,12/03/2025 18:49,22/03/2025 18:49,72,Ancash,Bolognesi,Mangas,Centro
1071425,Pendiente,23/02/2025 03:09,Sin Información,Sin Información,,Ancash,Sihuas,San Juan,Centro
1071426,Rechazado,21/01/2025 14:52,21/01/2025 14:52,02/02/2025 14:52,98,Arequipa,Caraveli,Huanuhuanu,Sur
1071427,Pendiente,03/05/2025 01:14,04/05/2025 01:14,Sin Información,,Loreto,Loreto,Nauta,Norte
1071428,Atendido,06/10/2025 04:26,06/10/2025 04:26,10/10/2025 04:26,,Puno,Azangaro,Asillo,Sur
1071429,Pendiente,19/09/2025 15:03,Sin Información,Sin Información,,Ayacucho,Sucre,San Salvador De Quije,Centro
1071430,Pendiente,08/03/2025 05:18,09/03/2025 05:18,Sin Información,,Arequipa,Camana,Jose Maria Quimper,Sur
1071431,Pendiente,08/01/2025 22:56,Sin Información,Sin Información,,Huancavelica,Angaraes,Secclla,Centro
1071432,Rechazado,27/06/2025 07:42,27/06/2025 07:42,06/07/2025 07:42,22,Ica,Ica,Tate,Sur
1071433,Duplicado/Riesgo/Fraude,28/01/2025 21:52,Sin Información,29/01/2025 21:52,81,Apurimac,Aymaraes,Yanaca,Sur
1071434,Pendiente,14/07/2025 14:18,14/07/2025 14:18,Sin Información,,Lambayeque,Chiclayo,Tuman,Norte
1071435,Atendido,23/11/2025 10:10,25/11/2025 10:10,29/11/2025 10:10,,Arequipa,Arequipa,Paucarpata,Sur
1071436,Duplicado/Riesgo/Fraude,01/05/2025 03:45,Sin Información,02/05/2025 03:45,89,Cusco,Urubamba,Chinchero,Sur
1071437,Pendiente,11/08/2025 23:52,Sin Información,Sin Información,,Puno,San Antonio De Putina,Quilcapuncu,Sur
1071438,Atendido,06/01/2025 11:48,06/01/2025 11:48,09/01/2025 11:48,,Cajamarca,Chota,Tocmoche,Norte
1071439,Duplicado/Riesgo/Fraude,15/11/2025 20:09,Sin Información,19/11/2025 20:09,92,Lima,Cañete,Cerro Azul,Lima
1071440,Rechazado,05/09/2025 20:43,08/09/2025 20:43,17/09/2025 20:43,14,Lima,Lima,Barranco,Lima
1071441,Rechazado,04/09/2025 12:46,04/09/2025 12:46,06/09/2025 12:46,99,Ayacucho,Paucar Del Sara Sara,Marcabamba,Centro
1071442,Rechazado,23/12/2025 08:50,26/12/2025 08:50,31/12/2025 08:50,96,Lima,Cañete,Calango,Lima
1071443,Pendiente,23/04/2025 09:56,24/04/2025 09:56,Sin Información,,Huancavelica,Tayacaja,Huachocolpa,Centro
1071444,Rechazado,31/12/2025 12:50,31/12/2025 12:50,10/01/2026 12:50,64,Lima,Yauyos,Huañec,Lima
1071445,Pendiente,25/02/2025 12:34,25/02/2025 12:34,Sin Información,,Huancavelica,Huancavelica,Palca,Centro
1071446,Duplicado/Riesgo/Fraude,08/07/2025 00:34,Sin Información,13/07/2025 00:34,42,Tumbes,Tumbes,Tumbes,Norte
1071447,Duplicado/Riesgo/Fraude,25/10/2025 00:33,Sin Información,29/10/2025 00:33,17,Ica,Palpa,Palpa,Sur
1071448,Atendido,31/01/2025 08:50,31/01/2025 08:50,08/02/2025 08:50,,Arequipa,Castilla,Orcopampa,Sur
1071449,Duplicado/Riesgo/Fraude,05/01/2025 02:26,Sin Información,09/01/2025 02:26,48,Pasco,Pasco,Tinyahuarco,Centro
1071450,Atendido,06/12/2025 13:27,06/12/2025 13:27,19/12/2025 13:27,,Cusco,Espinar,Alto Pichigua,Sur
1071451,Rechazado,11/02/2025 05:28,11/02/2025 05:28,22/02/2025 05:28,62,Cusco,Canas,Layo,Sur
1071452,Pendiente,09/06/2025 14:18,11/06/2025 14:18,Sin Información,,Junin,Yauli,Huay-Huay,Centro
1071453,Duplicado/Riesgo/Fraude,04/11/2025 18:13,Sin Información,07/11/2025 18:13,28,Arequipa,Camana,Jose Maria Quimper,Sur
1071454,Duplicado/Riesgo/Fraude,05/06/2025 09:19,Sin Información,07/06/2025 09:19,9,Cajamarca,Chota,Conchan,Norte
1071455,Atendido,04/06/2025 01:03,07/06/2025 01:03,14/06/2025 01:03,,Lima,Cañete,Imperial,Lima
1071456,Atendido,09/10/2025 11:03,09/10/2025 11:03,15/10/2025 11:03,,Ancash,Pallasca,Llapo,Centro
1071457,Atendido,07/09/2025 11:26,10/09/2025 11:26,24/09/2025 11:26,,San Martin,Huallaga,El Eslabon,Norte
1071458,Atendido,04/11/2025 10:35,04/11/2025 10:35,18/11/2025 10:35,,Ancash,Huaylas,Huata,Centro
1071459,Duplicado/Riesgo/Fraude,13/04/2025 06:02,Sin Información,14/04/2025 06:02,76,Ayacucho,Victor Fajardo,Vilcanchos,Centro
1071460,Rechazado,20/08/2025 21:56,23/08/2025 21:56,07/09/2025 21:56,87,Ancash,Huari,Masin,Centro
1071461,Duplicado/Riesgo/Fraude,26/09/2025 19:28,Sin Información,28/09/2025 19:28,96,Puno,Huancane,Huancane,Sur
1071462,Pendiente,17/11/2025 19:40,18/11/2025 19:40,Sin Información,,Cusco,Chumbivilcas,Chamaca,Sur
1071463,Atendido,18/02/2025 12:16,18/02/2025 12:16,01/03/2025 12:16,,Apurimac,Chincheros,Ahuayro,Sur
1071464,Rechazado,03/10/2025 05:26,04/10/2025 05:26,12/10/2025 05:26,81,Ayacucho,Huanta,Putis,Centro
1071465,Rechazado,21/10/2025 19:31,23/10/2025 19:31,06/11/2025 19:31,97,Lima,Lima,Pueblo Libre,Lima
1071466,Atendido,06/07/2025 11:34,09/07/2025 11:34,17/07/2025 11:34,,Ucayali,Padre Abad,Curimana,Centro
1071467,Rechazado,17/05/2025 01:18,17/05/2025 01:18,21/05/2025 01:18,100,Arequipa,Condesuyos,Salamanca,Sur
1071468,Rechazado,23/08/2025 01:12,23/08/2025 01:12,02/09/2025 01:12,44,Tacna,Tacna,Alto De La Alianza,Sur
1071469,Atendido,08/03/2025 06:28,08/03/2025 06:28,18/03/2025 06:28,,Puno,Lampa,Cabanilla,Sur
1071470,Duplicado/Riesgo/Fraude,03/02/2025 21:54,Sin Información,05/02/2025 21:54,78,Arequipa,Arequipa,Sachaca,Sur
1071471,Rechazado,13/12/2025 08:53,14/12/2025 08:53,29/12/2025 08:53,48,Puno,Lampa,Santa Lucia,Sur
1071472,Duplicado/Riesgo/Fraude,14/12/2025 21:39,Sin Información,16/12/2025 21:39,16,Lima,Huarochiri,San Mateo,Lima
1071473,Duplicado/Riesgo/Fraude,08/12/2025 17:58,Sin Información,10/12/2025 17:58,26,Cajamarca,Chota,Chalamarca,Norte
1071474,Pendiente,28/02/2025 09:40,Sin Información,Sin Información,,Ica,Pisco,San Andres,Sur
1071475,Pendiente,14/09/2025 18:38,17/09/2025 18:38,Sin Información,,Apurimac,Grau,Gamarra,Sur
1071476,Duplicado/Riesgo/Fraude,15/09/2025 07:15,Sin Información,18/09/2025 07:15,22,Apurimac,Aymaraes,Capaya,Sur
1071477,Pendiente,09/09/2025 20:47,Sin Información,Sin Información,,Cusco,Paruro,Accha,Sur
1071478,Duplicado/Riesgo/Fraude,17/03/2025 06:31,Sin Información,20/03/2025 06:31,34,Junin,Satipo,Mazamari,Centro
1071479,Rechazado,02/07/2025 13:19,02/07/2025 13:19,12/07/2025 13:19,84,Huanuco,Dos De Mayo,Yanas,Centro
1071480,Atendido,30/10/2025 09:46,02/11/2025 09:46,09/11/2025 09:46,,San Martin,San Martin,Chipurana,Norte
1071481,Duplicado/Riesgo/Fraude,04/06/2025 02:34,Sin Información,05/06/2025 02:34,47,Apurimac,Aymaraes,Tintay,Sur
1071482,Rechazado,02/08/2025 12:38,03/08/2025 12:38,10/08/2025 12:38,63,Amazonas,Luya,Conila,Norte
1071483,Duplicado/Riesgo/Fraude,06/10/2025 10:42,Sin Información,07/10/2025 10:42,3,Cusco,Espinar,Espinar,Sur
1071484,Duplicado/Riesgo/Fraude,31/03/2025 07:23,Sin Información,03/04/2025 07:23,70,San Martin,Tocache,Santa Lucia,Norte
1071485,Atendido,26/08/2025 23:37,26/08/2025 23:37,07/09/2025 23:37,,Junin,Jauja,Masma Chicche,Centro
1071486,Atendido,21/02/2025 02:44,22/02/2025 02:44,03/03/2025 02:44,,Piura,Morropon,Chulucanas,Norte
1071487,Duplicado/Riesgo/Fraude,03/10/2025 15:02,Sin Información,07/10/2025 15:02,65,Ayacucho,Lucanas,San Cristobal,Centro
1071488,Rechazado,11/08/2025 12:20,13/08/2025 12:20,21/08/2025 12:20,36,Ancash,Carhuaz,Ataquero,Centro
1071489,Atendido,11/04/2025 07:48,11/04/2025 07:48,18/04/2025 07:48,,Arequipa,La Union,Cotahuasi,Sur
1071490,Atendido,23/12/2025 04:05,23/12/2025 04:05,06/01/2026 04:05,,Lima,Huaral,Veintisiete De Noviembre,Lima
1071491,Atendido,30/03/2025 22:53,31/03/2025 22:53,13/04/2025 22:53,,Piura,Ayabaca,Sapillica,Norte
1071492,Duplicado/Riesgo/Fraude,12/11/2025 21:56,Sin Información,17/11/2025 21:56,41,Ancash,Recuay,Marca,Centro
1071493,Rechazado,10/06/2025 04:10,10/06/2025 04:10,25/06/2025 04:10,72,Cusco,Quispicanchi,Huaro,Sur
1071494,Rechazado,11/08/2025 06:53,11/08/2025 06:53,25/08/2025 06:53,33,Ancash,Huarmey,Huayan,Centro
1071495,Atendido,25/09/2025 03:01,25/09/2025 03:01,07/10/2025 03:01,,Callao,Callao,Carmen De La Legua Reynoso,Lima
1071496,Rechazado,19/08/2025 20:41,22/08/2025 20:41,26/08/2025 20:41,54,Cajamarca,San Miguel,Bolivar,Norte
1071497,Rechazado,17/01/2025 21:53,19/01/2025 21:53,01/02/2025 21:53,19,Amazonas,Chachapoyas,La Jalca,Norte
1071498,Pendiente,25/03/2025 12:20,Sin Información,Sin Información,,Amazonas,Luya,San Juan De Lopecancha,Norte
1071499,Rechazado,16/06/2025 15:23,16/06/2025 15:23,27/06/2025 15:23,82,Ica,Ica,Ica,Sur
1071500,Pendiente,07/05/2025 04:33,10/05/2025 04:33,Sin Información,,Ayacucho,Huanta,Putis,Centro
1071501,Pendiente,04/05/2025 07:49,05/05/2025 07:49,Sin Información,,Loreto,Putumayo,Rosa Panduro,Norte
1071502,Pendiente,18/04/2025 00:53,Sin Información,Sin Información,,Huancavelica,Tayacaja,Cochabamba,Centro
1071503,Atendido,09/06/2025 23:58,11/06/2025 23:58,16/06/2025 23:58,,Ancash,Carhuaz,Acopampa,Centro
1071504,Rechazado,19/06/2025 22:03,19/06/2025 22:03,30/06/2025 22:03,40,Ucayali,Padre Abad,Neshuya,Centro
1071505,Atendido,26/03/2025 18:22,26/03/2025 18:22,07/04/2025 18:22,,Piura,Ayabaca,Montero,Norte
1071506,Duplicado/Riesgo/Fraude,28/02/2025 12:42,Sin Información,02/03/2025 12:42,28,Puno,Lampa,Lampa,Sur
1071507,Duplicado/Riesgo/Fraude,26/06/2025 16:13,Sin Información,28/06/2025 16:13,43,Huanuco,Ambo,San Rafael,Centro
1071508,Duplicado/Riesgo/Fraude,09/12/2025 18:32,Sin Información,11/12/2025 18:32,4,Puno,Moho,Moho,Sur
1071509,Rechazado,10/11/2025 16:02,10/11/2025 16:02,13/11/2025 16:02,45,Huanuco,Ambo,Colpas,Centro
1071510,Rechazado,11/07/2025 13:05,11/07/2025 13:05,22/07/2025 13:05,44,Puno,Huancane,Cojata,Sur
1071511,Atendido,14/03/2025 01:32,17/03/2025 01:32,23/03/2025 01:32,,Cajamarca,Santa Cruz,Saucepampa,Norte
1071512,Duplicado/Riesgo/Fraude,27/10/2025 10:05,Sin Información,30/10/2025 10:05,4,Amazonas,Rodriguez De Mendoza,Cochamal,Norte
1071513,Rechazado,11/10/2025 12:45,11/10/2025 12:45,26/10/2025 12:45,63,Arequipa,Arequipa,Vitor,Sur
1071514,Atendido,04/10/2025 11:55,04/10/2025 11:55,14/10/2025 11:55,,Apurimac,Andahuaylas,Pomacocha,Sur
1071515,Rechazado,15/06/2025 06:59,18/06/2025 06:59,30/06/2025 06:59,64,Cusco,Cusco,Saylla,Sur
1071516,Pendiente,15/12/2025 01:26,17/12/2025 01:26,Sin Información,,Ica,Ica,Pachacutec,Sur
1071517,Duplicado/Riesgo/Fraude,11/11/2025 05:31,Sin Información,16/11/2025 05:31,6,Arequipa,Caylloma,Ichupampa,Sur
1071518,Atendido,17/05/2025 16:46,17/05/2025 16:46,30/05/2025 16:46,,Ica,Ica,Subtanjalla,Sur
1071519,Atendido,25/12/2025 16:57,28/12/2025 16:57,30/12/2025 16:57,,Loreto,Maynas,Indiana,Norte
1071520,Duplicado/Riesgo/Fraude,15/06/2025 17:40,Sin Información,18/06/2025 17:40,13,La Libertad,Otuzco,Paranday,Norte
1071521,Pendiente,11/12/2025 09:31,Sin Información,Sin Información,,Puno,Chucuito,Pisacoma,Sur
1071522,Pendiente,27/03/2025 09:39,Sin Información,Sin Información,,Puno,Azangaro,Tirapata,Sur
1071523,Pendiente,26/04/2025 04:43,Sin Información,Sin Información,,Pasco,Pasco,Huayllay,Centro
1071524,Duplicado/Riesgo/Fraude,09/03/2025 21:01,Sin Información,13/03/2025 21:01,14,Arequipa,Arequipa,Uchumayo,Sur
1071525,Pendiente,10/03/2025 03:17,13/03/2025 03:17,Sin Información,,Lima,Huarochiri,San Mateo De Otao,Lima
1071526,Rechazado,11/02/2025 13:25,11/02/2025 13:25,17/02/2025 13:25,92,Lima,Lima,La Victoria,Lima
1071527,Atendido,31/07/2025 21:27,03/08/2025 21:27,18/08/2025 21:27,,Lima,Huarochiri,Santa Cruz De Cocachacra,Lima
1071528,Duplicado/Riesgo/Fraude,17/01/2025 19:37,Sin Información,22/01/2025 19:37,27,Arequipa,La Union,Charcana,Sur
1071529,Atendido,13/03/2025 07:05,13/03/2025 07:05,16/03/2025 07:05,,Lima,Yauyos,Lincha,Lima
1071530,Atendido,11/11/2025 16:56,11/11/2025 16:56,13/11/2025 16:56,,Junin,Huancayo,Huasicancha,Centro
1071531,Rechazado,20/11/2025 04:49,20/11/2025 04:49,27/11/2025 04:49,64,Arequipa,Caylloma,Coporaque,Sur
1071532,Atendido,13/01/2025 10:35,15/01/2025 10:35,26/01/2025 10:35,,San Martin,Huallaga,Piscoyacu,Norte
1071533,Rechazado,17/01/2025 11:07,19/01/2025 11:07,01/02/2025 11:07,21,Amazonas,Rodriguez De Mendoza,Limabamba,Norte
1071534,Rechazado,16/05/2025 03:28,16/05/2025 03:28,20/05/2025 03:28,28,Arequipa,Arequipa,Miraflores,Sur
1071535,Atendido,18/08/2025 04:01,18/08/2025 04:01,25/08/2025 04:01,,Pasco,Oxapampa,Chontabamba,Centro
1071536,Pendiente,08/09/2025 01:13,Sin Información,Sin Información,,Cajamarca,Celendin,Oxamarca,Norte
1071537,Atendido,03/05/2025 12:17,05/05/2025 12:17,12/05/2025 12:17,,Loreto,Putumayo,Teniente Manuel Clavero,Norte
1071538,Pendiente,11/01/2025 22:44,14/01/2025 22:44,Sin Información,,Cusco,Quispicanchi,Huaro,Sur
1071539,Rechazado,19/03/2025 05:33,19/03/2025 05:33,21/03/2025 05:33,95,Cajamarca,Contumaza,San Benito,Norte
1071540,Atendido,19/03/2025 22:58,21/03/2025 22:58,31/03/2025 22:58,,Puno,Lampa,Pucara,Sur
1071541,Duplicado/Riesgo/Fraude,22/12/2025 07:36,Sin Información,25/12/2025 07:36,5,Puno,Moho,Moho,Sur
1071542,Rechazado,20/03/2025 01:47,23/03/2025 01:47,05/04/2025 01:47,43,Puno,Chucuito,Pomata,Sur
1071543,Atendido,13/11/2025 22:12,13/11/2025 22:12,17/11/2025 22:12,,San Martin,Bellavista,Bajo Biavo,Norte
1071544,Atendido,05/08/2025 10:37,05/08/2025 10:37,14/08/2025 10:37,,Lima,Huarochiri,San Mateo,Lima
1071545,Atendido,10/01/2025 19:52,11/01/2025 19:52,17/01/2025 19:52,,La Libertad,Sanchez Carrion,Curgos,Norte
1071546,Pendiente,31/05/2025 03:37,Sin Información,Sin Información,,Amazonas,Luya,Cocabamba,Norte
1071547,Duplicado/Riesgo/Fraude,09/07/2025 03:19,Sin Información,12/07/2025 03:19,17,Ancash,Huaylas,Pueblo Libre,Centro
1071548,Atendido,27/01/2025 11:43,27/01/2025 11:43,03/02/2025 11:43,,Apurimac,Aymaraes,San Juan De Chacña,Sur
1071549,Rechazado,29/08/2025 02:06,31/08/2025 02:06,06/09/2025 02:06,55,Ayacucho,Lucanas,Ocaña,Centro
1071550,Duplicado/Riesgo/Fraude,27/03/2025 05:17,Sin Información,01/04/2025 05:17,35,Cajamarca,San Ignacio,Namballe,Norte
1071551,Rechazado,23/04/2025 20:16,23/04/2025 20:16,06/05/2025 20:16,91,Ica,Pisco,Pisco,Sur
1071552,Duplicado/Riesgo/Fraude,17/02/2025 03:39,Sin Información,18/02/2025 03:39,97,Huancavelica,Castrovirreyna,Castrovirreyna,Centro
1071553,Rechazado,15/01/2025 07:33,15/01/2025 07:33,22/01/2025 07:33,23,Ancash,Bolognesi,Mangas,Centro
1071554,Atendido,09/11/2025 20:50,09/11/2025 20:50,17/11/2025 20:50,,Amazonas,Bongara,Yambrasbamba,Norte
1071555,Rechazado,24/03/2025 12:31,24/03/2025 12:31,26/03/2025 12:31,82,Huanuco,Pachitea,Chaglla,Centro
1071556,Atendido,13/03/2025 21:46,15/03/2025 21:46,29/03/2025 21:46,,Arequipa,Caylloma,Yanque,Sur
1071557,Pendiente,05/03/2025 13:29,06/03/2025 13:29,Sin Información,,Ica,Ica,San Jose De Los Molinos,Sur
1071558,Atendido,23/08/2025 03:29,23/08/2025 03:29,26/08/2025 03:29,,Huancavelica,Tayacaja,Ñahuimpuquio,Centro
1071559,Duplicado/Riesgo/Fraude,17/06/2025 13:32,Sin Información,18/06/2025 13:32,46,Tacna,Candarave,Huanuara,Sur
1071560,Atendido,16/11/2025 16:02,16/11/2025 16:02,19/11/2025 16:02,,Ayacucho,La Mar,Tambo,Centro
1071561,Atendido,05/07/2025 08:12,05/07/2025 08:12,16/07/2025 08:12,,Puno,Carabaya,San Gaban,Sur
1071562,Atendido,12/01/2025 18:56,12/01/2025 18:56,21/01/2025 18:56,,Ucayali,Padre Abad,Irazola,Centro
1071563,Pendiente,17/02/2025 00:33,17/02/2025 00:33,Sin Información,,Puno,Chucuito,Desaguadero,Sur
1071564,Pendiente,17/12/2025 13:33,20/12/2025 13:33,Sin Información,,Ancash,Bolognesi,Mangas,Centro
1071565,Pendiente,30/11/2025 11:38,Sin Información,Sin Información,,Ancash,Corongo,Yanac,Centro
1071566,Pendiente,21/04/2025 09:58,24/04/2025 09:58,Sin Información,,Huanuco,Huanuco,Churubamba,Centro
1071567,Atendido,29/01/2025 06:45,29/01/2025 06:45,01/02/2025 06:45,,Piura,Paita,Paita,Norte
1071568,Pendiente,01/01/2025 22:11,02/01/2025 22:11,Sin Información,,Junin,Chanchamayo,Vitoc,Centro
1071569,Pendiente,11/01/2025 12:02,11/01/2025 12:02,Sin Información,,Ancash,Santa,Chimbote,Centro
1071570,Pendiente,29/08/2025 22:38,Sin Información,Sin Información,,Apurimac,Aymaraes,Tintay,Sur
1071571,Duplicado/Riesgo/Fraude,17/10/2025 18:03,Sin Información,18/10/2025 18:03,80,Pasco,Oxapampa,Huancabamba,Centro
1071572,Atendido,06/08/2025 10:14,08/08/2025 10:14,18/08/2025 10:14,,Cajamarca,San Miguel,Union Agua Blanca,Norte
1071573,Rechazado,02/01/2025 05:30,02/01/2025 05:30,11/01/2025 05:30,19,Loreto,Loreto,Trompeteros,Norte
1071574,Duplicado/Riesgo/Fraude,04/02/2025 05:32,Sin Información,09/02/2025 05:32,59,Amazonas,Chachapoyas,Olleros,Norte
1071575,Duplicado/Riesgo/Fraude,04/10/2025 15:32,Sin Información,07/10/2025 15:32,42,Cajamarca,Jaen,Pomahuaca,Norte
1071576,Pendiente,28/07/2025 19:30,Sin Información,Sin Información,,Cusco,Paruro,Omacha,Sur
1071577,Rechazado,03/04/2025 07:51,03/04/2025 07:51,05/04/2025 07:51,62,Amazonas,Rodriguez De Mendoza,Vista Alegre,Norte
1071578,Duplicado/Riesgo/Fraude,29/04/2025 08:24,Sin Información,01/05/2025 08:24,52,Junin,Jauja,Huertas,Centro
1071579,Atendido,18/09/2025 08:24,19/09/2025 08:24,25/09/2025 08:24,,Tumbes,Zarumilla,Matapalo,Norte
1071580,Duplicado/Riesgo/Fraude,12/12/2025 18:29,Sin Información,13/12/2025 18:29,94,Lima,Canta,Huamantanga,Lima
1071581,Pendiente,07/12/2025 08:14,08/12/2025 08:14,Sin Información,,Cusco,Quispicanchi,Ocongate,Sur
1071582,Rechazado,10/11/2025 23:03,12/11/2025 23:03,14/11/2025 23:03,17,Amazonas,Luya,Providencia,Norte
1071583,Rechazado,21/07/2025 10:28,21/07/2025 10:28,25/07/2025 10:28,42,Junin,Jauja,San Pedro De Chunan,Centro
1071584,Rechazado,13/11/2025 01:40,13/11/2025 01:40,25/11/2025 01:40,86,Ancash,Carlos Fermin Fitzcarrald,San Luis,Centro
1071585,Duplicado/Riesgo/Fraude,05/11/2025 15:18,Sin Información,08/11/2025 15:18,78,Ayacucho,Paucar Del Sara Sara,Pararca,Centro
1071586,Rechazado,14/03/2025 13:02,16/03/2025 13:02,22/03/2025 13:02,54,Piura,Paita,Amotape,Norte
1071587,Pendiente,28/03/2025 01:57,Sin Información,Sin Información,,Arequipa,Arequipa,Characato,Sur
1071588,Rechazado,05/06/2025 11:11,05/06/2025 11:11,19/06/2025 11:11,27,San Martin,Rioja,Awajun,Norte
1071589,Atendido,07/01/2025 00:28,09/01/2025 00:28,18/01/2025 00:28,,Lima,Yauyos,Omas,Lima
1071590,Rechazado,04/03/2025 23:40,06/03/2025 23:40,15/03/2025 23:40,82,Piura,Ayabaca,Pacaipampa,Norte
1071591,Atendido,14/08/2025 06:43,14/08/2025 06:43,26/08/2025 06:43,,Puno,Melgar,Orurillo,Sur
1071592,Rechazado,27/11/2025 14:21,28/11/2025 14:21,10/12/2025 14:21,48,San Martin,Lamas,Tabalosos,Norte
1071593,Pendiente,19/11/2025 21:21,20/11/2025 21:21,Sin Información,,Piura,Morropon,Chalaco,Norte
1071594,Atendido,03/10/2025 08:10,03/10/2025 08:10,16/10/2025 08:10,,Cajamarca,San Miguel,El Prado,Norte
1071595,Pendiente,15/10/2025 20:49,Sin Información,Sin Información,,Cajamarca,Contumaza,Contumaza,Norte
1071596,Atendido,24/12/2025 00:34,26/12/2025 00:34,09/01/2026 00:34,,Ancash,Huaylas,Santa Cruz,Centro
1071597,Duplicado/Riesgo/Fraude,08/02/2025 08:37,Sin Información,13/02/2025 08:37,40,Lima,Lima,San Juan De Miraflores,Lima
1071598,Rechazado,20/03/2025 17:26,20/03/2025 17:26,03/04/2025 17:26,60,Loreto,Datem Del Marañon,Barranca,Norte
1071599,Duplicado/Riesgo/Fraude,07/06/2025 04:42,Sin Información,12/06/2025 04:42,52,Cajamarca,Celendin,Sorochuco,Norte
1071600,Atendido,28/10/2025 21:58,30/10/2025 21:58,14/11/2025 21:58,,Arequipa,Condesuyos,Salamanca,Sur
1071601,Pendiente,01/07/2025 16:27,Sin Información,Sin Información,,San Martin,Mariscal Caceres,Pajarillo,Norte
1071602,Duplicado/Riesgo/Fraude,09/07/2025 21:53,Sin Información,13/07/2025 21:53,39,Lambayeque,Chiclayo,Eten,Norte
1071603,Duplicado/Riesgo/Fraude,18/01/2025 14:16,Sin Información,23/01/2025 14:16,75,Huancavelica,Acobamba,Marcas,Centro
1071604,Pendiente,10/04/2025 01:42,Sin Información,Sin Información,,Ucayali,Padre Abad,Boqueron,Centro
1071605,Pendiente,17/12/2025 15:05,17/12/2025 15:05,Sin Información,,Cajamarca,Contumaza,Yonan,Norte
1071606,Rechazado,17/12/2025 10:29,17/12/2025 10:29,21/12/2025 10:29,65,Ancash,Ocros,Cajamarquilla,Centro
1071607,Rechazado,13/11/2025 09:37,15/11/2025 09:37,17/11/2025 09:37,21,Cusco,Chumbivilcas,Santo Tomas,Sur
1071608,Rechazado,01/04/2025 18:49,01/04/2025 18:49,05/04/2025 18:49,100,Ayacucho,Lucanas,San Cristobal,Centro
1071609,Rechazado,26/12/2025 23:55,28/12/2025 23:55,10/01/2026 23:55,80,Cajamarca,San Miguel,San Silvestre De Cochan,Norte
1071610,Rechazado,11/01/2025 14:50,11/01/2025 14:50,24/01/2025 14:50,40,Ancash,Casma,Casma,Centro
1071611,Pendiente,14/06/2025 07:40,Sin Información,Sin Información,,Ancash,Huari,Masin,Centro
1071612,Rechazado,14/04/2025 04:16,17/04/2025 04:16,20/04/2025 04:16,66,Ancash,Bolognesi,Abelardo Pardo Lezameta,Centro
1071613,Pendiente,16/12/2025 16:51,Sin Información,Sin Información,,Ancash,Recuay,Tapacocha,Centro
1071614,Atendido,22/08/2025 15:57,23/08/2025 15:57,25/08/2025 15:57,,Piura,Ayabaca,Frias,Norte
1071615,Atendido,13/06/2025 00:13,14/06/2025 00:13,23/06/2025 00:13,,Huancavelica,Angaraes,Huayllay Grande,Centro
1071616,Atendido,16/01/2025 13:35,16/01/2025 13:35,26/01/2025 13:35,,Lima,Canta,Canta,Lima
1071617,Duplicado/Riesgo/Fraude,20/02/2025 02:26,Sin Información,22/02/2025 02:26,22,Puno,San Roman,Juliaca,Sur
1071618,Duplicado/Riesgo/Fraude,12/11/2025 14:55,Sin Información,13/11/2025 14:55,59,Cajamarca,Hualgayoc,Hualgayoc,Norte
1071619,Rechazado,24/07/2025 15:54,24/07/2025 15:54,06/08/2025 15:54,65,Huanuco,Ambo,Conchamarca,Centro
1071620,Rechazado,08/06/2025 18:56,08/06/2025 18:56,15/06/2025 18:56,32,Amazonas,Luya,Providencia,Norte
1071621,Duplicado/Riesgo/Fraude,13/11/2025 06:34,Sin Información,14/11/2025 06:34,65,Apurimac,Andahuaylas,Tumay Huaraca,Sur
1071622,Atendido,03/03/2025 20:34,03/03/2025 20:34,16/03/2025 20:34,,Ayacucho,La Mar,Anchihuay,Centro
1071623,Pendiente,09/06/2025 03:39,11/06/2025 03:39,Sin Información,,San Martin,Moyobamba,Habana,Norte
1071624,Duplicado/Riesgo/Fraude,21/01/2025 10:20,Sin Información,25/01/2025 10:20,53,Huanuco,Dos De Mayo,Pachas,Centro
1071625,Rechazado,22/02/2025 13:02,22/02/2025 13:02,05/03/2025 13:02,80,Ancash,Yungay,Yanama,Centro
1071626,Pendiente,31/07/2025 07:58,Sin Información,Sin Información,,Arequipa,Caylloma,Majes,Sur
1071627,Atendido,14/02/2025 11:58,14/02/2025 11:58,23/02/2025 11:58,,Huanuco,Dos De Mayo,Yanas,Centro
1071628,Atendido,04/01/2025 04:57,05/01/2025 04:57,17/01/2025 04:57,,Cajamarca,Jaen,Las Pirias,Norte
1071629,Rechazado,21/01/2025 18:13,21/01/2025 18:13,24/01/2025 18:13,27,Ancash,Bolognesi,Mangas,Centro
1071630,Duplicado/Riesgo/Fraude,09/04/2025 12:54,Sin Información,12/04/2025 12:54,89,Cajamarca,Cajamarca,Chetilla,Norte
1071631,Duplicado/Riesgo/Fraude,30/09/2025 09:26,Sin Información,03/10/2025 09:26,82,Cusco,Anta,Ancahuasi,Sur
1071632,Rechazado,22/04/2025 17:52,25/04/2025 17:52,06/05/2025 17:52,85,Pasco,Daniel Alcides Carrion,Paucar,Centro
1071633,Duplicado/Riesgo/Fraude,06/10/2025 07:11,Sin Información,10/10/2025 07:11,52,Junin,Jauja,Apata,Centro
1071634,Pendiente,24/09/2025 17:20,Sin Información,Sin Información,,Amazonas,Chachapoyas,Huancas,Norte
